id,gene,description
cg04597004,ABTB2,ankyrin repeat and BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23842]
cg04604142,LUC7L3,LUC7 like 3 pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:24309]
cg04677537,FAM98C,family with sequence similarity 98 member C [Source:HGNC Symbol;Acc:HGNC:27119]
cg04689061,PKIA,cAMP-dependent protein kinase inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:9017]
cg04708888,MXD3,MAX dimerization protein 3 [Source:HGNC Symbol;Acc:HGNC:14008]
cg04724720,EFEMP2,EGF containing fibulin extracellular matrix protein 2 [Source:HGNC Symbol;Acc:HGNC:3219]
cg04796162,IGFBP3,insulin like growth factor binding protein 3 [Source:HGNC Symbol;Acc:HGNC:5472]
cg04828892,PPM1J,protein phosphatase, Mg2+/Mn2+ dependent 1J [Source:HGNC Symbol;Acc:HGNC:20785]
cg04842828,IFNAR1,interferon alpha and beta receptor subunit 1 [Source:HGNC Symbol;Acc:HGNC:5432]
cg04859918,AIFM2,apoptosis inducing factor, mitochondria associated 2 [Source:HGNC Symbol;Acc:HGNC:21411]
cg04879506,BRPF1,bromodomain and PHD finger containing 1 [Source:HGNC Symbol;Acc:HGNC:14255]
cg04892919,MFSD6,major facilitator superfamily domain containing 6 [Source:HGNC Symbol;Acc:HGNC:24711]
cg04936030,MACROD1,MACRO domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29598]
cg04956306,MAPK12,mitogen-activated protein kinase 12 [Source:HGNC Symbol;Acc:HGNC:6874]
cg04957198,PRTFDC1,phosphoribosyl transferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23333]
cg04958191,ASPH,aspartate beta-hydroxylase [Source:HGNC Symbol;Acc:HGNC:757]
cg04964702,CBL,Cbl proto-oncogene [Source:HGNC Symbol;Acc:HGNC:1541]
cg04979599,AFAP1L1,actin filament associated protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:26714]
cg05064937,TYSND1,trypsin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28531]
cg05100920,UTP3,UTP3, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:24477]
cg05105845,GCH1,GTP cyclohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:4193]
cg05141711,AGMAT,agmatinase [Source:HGNC Symbol;Acc:HGNC:18407]
cg05168378,EPHB4,EPH receptor B4 [Source:HGNC Symbol;Acc:HGNC:3395]
cg05194114,CCNDBP1,cyclin D1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1587]
cg05205664,UCP2,uncoupling protein 2 [Source:HGNC Symbol;Acc:HGNC:12518]
cg05238288,PARP4,poly(ADP-ribose) polymerase family member 4 [Source:HGNC Symbol;Acc:HGNC:271]
cg05243311,LOC348926,NA
cg05318777,BBS7,Bardet-Biedl syndrome 7 [Source:HGNC Symbol;Acc:HGNC:18758]
cg05361728,B3GNTL1,UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase like 1 [Source:HGNC Symbol;Acc:HGNC:21727]
cg05394244,PTP4A1,protein tyrosine phosphatase type IVA, member 1 [Source:HGNC Symbol;Acc:HGNC:9634]
cg05411428,AFTPH,aftiphilin [Source:HGNC Symbol;Acc:HGNC:25951]
cg05431626,NDFIP2,Nedd4 family interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:18537]
cg05433637,SSU72,SSU72 homolog, RNA polymerase II CTD phosphatase [Source:HGNC Symbol;Acc:HGNC:25016]
cg05496738,ASXL2,additional sex combs like 2, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:23805]
cg05564831,NT5DC2,5'-nucleotidase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25717]
cg05587282,COL12A1,collagen type XII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2188]
cg05651688,ZMYM4,zinc finger MYM-type containing 4 [Source:HGNC Symbol;Acc:HGNC:13055]
cg05698098,FADS2,fatty acid desaturase 2 [Source:HGNC Symbol;Acc:HGNC:3575]
cg05724997,BCL2,BCL2, apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:990]
cg05826245,STYK1,serine/threonine/tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:18889]
cg05844852,PPP2R5E,protein phosphatase 2 regulatory subunit B'epsilon [Source:HGNC Symbol;Acc:HGNC:9313]
cg05885484,CSNK1G3,casein kinase 1 gamma 3 [Source:HGNC Symbol;Acc:HGNC:2456]
cg05941634,CNNM3,cyclin and CBS domain divalent metal cation transport mediator 3 [Source:HGNC Symbol;Acc:HGNC:104]
cg05958438,ERMP1,endoplasmic reticulum metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:23703]
cg05970811,SRGAP1,SLIT-ROBO Rho GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:17382]
cg05986680,MTIF2,mitochondrial translational initiation factor 2 [Source:HGNC Symbol;Acc:HGNC:7441]
cg06024289,KRT18,keratin 18 [Source:HGNC Symbol;Acc:HGNC:6430]
cg06036677,C1orf159,chromosome 1 open reading frame 159 [Source:HGNC Symbol;Acc:HGNC:26062]
cg06084313,EDEM1,ER degradation enhancing alpha-mannosidase like protein 1 [Source:HGNC Symbol;Acc:HGNC:18967]
cg06144505,CCDC71,coiled-coil domain containing 71 [Source:HGNC Symbol;Acc:HGNC:25760]
cg06186150,PANK4,pantothenate kinase 4 [Source:HGNC Symbol;Acc:HGNC:19366]
cg06241380,CTCF,CCCTC-binding factor [Source:HGNC Symbol;Acc:HGNC:13723]
cg06254964,C7orf49,chromosome 7 open reading frame 49 [Source:HGNC Symbol;Acc:HGNC:22432]
cg06263834,SEMA7A,semaphorin 7A (John Milton Hagen blood group) [Source:HGNC Symbol;Acc:HGNC:10741]
cg06401851,FUS,FUS RNA binding protein [Source:HGNC Symbol;Acc:HGNC:4010]
cg06410694,ENTPD6,ectonucleoside triphosphate diphosphohydrolase 6 (putative) [Source:HGNC Symbol;Acc:HGNC:3368]
cg06419959,NELF,NA
cg06476093,SERPINE2,serpin family E member 2 [Source:HGNC Symbol;Acc:HGNC:8951]
cg06522456,BCAM,basal cell adhesion molecule (Lutheran blood group) [Source:HGNC Symbol;Acc:HGNC:6722]
cg06561329,CECR6,NA
cg06624156,USP4,ubiquitin specific peptidase 4 [Source:HGNC Symbol;Acc:HGNC:12627]
cg06711110,TMEM97,transmembrane protein 97 [Source:HGNC Symbol;Acc:HGNC:28106]
cg06711560,MAMDC4,MAM domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24083]
cg06744740,PELI2,pellino E3 ubiquitin protein ligase family member 2 [Source:HGNC Symbol;Acc:HGNC:8828]
cg06748584,C17orf70,NA
cg06795635,PARP8,poly(ADP-ribose) polymerase family member 8 [Source:HGNC Symbol;Acc:HGNC:26124]
cg06813554,ABHD4,abhydrolase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:20154]
cg06815112,PTK2B,protein tyrosine kinase 2 beta [Source:HGNC Symbol;Acc:HGNC:9612]
cg06854353,CD164,CD164 molecule [Source:HGNC Symbol;Acc:HGNC:1632]
cg06907053,FHL2,four and a half LIM domains 2 [Source:HGNC Symbol;Acc:HGNC:3703]
cg06946371,MSX2,msh homeobox 2 [Source:HGNC Symbol;Acc:HGNC:7392]
cg06972911,FAM59A,NA
cg06981386,RWDD1,RWD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20993]
cg06995565,TMEM231,transmembrane protein 231 [Source:HGNC Symbol;Acc:HGNC:37234]
cg07019536,ANKH,ANKH inorganic pyrophosphate transport regulator [Source:HGNC Symbol;Acc:HGNC:15492]
cg07080007,RPL27,ribosomal protein L27 [Source:HGNC Symbol;Acc:HGNC:10328]
cg07093942,PLA2G15,phospholipase A2 group XV [Source:HGNC Symbol;Acc:HGNC:17163]
cg07112131,H2AFJ,H2A histone family member J [Source:HGNC Symbol;Acc:HGNC:14456]
cg07164659,BIN3,bridging integrator 3 [Source:HGNC Symbol;Acc:HGNC:1054]
cg07250222,FGFR2,fibroblast growth factor receptor 2 [Source:HGNC Symbol;Acc:HGNC:3689]
cg07350703,UFM1,ubiquitin fold modifier 1 [Source:HGNC Symbol;Acc:HGNC:20597]
cg07392101,UHRF1,ubiquitin like with PHD and ring finger domains 1 [Source:HGNC Symbol;Acc:HGNC:12556]
cg07405126,GNAI2,G protein subunit alpha i2 [Source:HGNC Symbol;Acc:HGNC:4385]
cg07430472,PCDH17,protocadherin 17 [Source:HGNC Symbol;Acc:HGNC:14267]
cg07464201,PGF,placental growth factor [Source:HGNC Symbol;Acc:HGNC:8893]
cg07464859,C16orf45,chromosome 16 open reading frame 45 [Source:HGNC Symbol;Acc:HGNC:19213]
cg07469594,PPIB,peptidylprolyl isomerase B [Source:HGNC Symbol;Acc:HGNC:9255]
cg07473175,AMIGO2,adhesion molecule with Ig like domain 2 [Source:HGNC Symbol;Acc:HGNC:24073]
cg07507951,AHCTF1,AT-hook containing transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:24618]
cg07595663,SEMA3F,semaphorin 3F [Source:HGNC Symbol;Acc:HGNC:10728]
cg07614064,CBLL1,Cbl proto-oncogene like 1 [Source:HGNC Symbol;Acc:HGNC:21225]
cg07634959,ARSJ,arylsulfatase family member J [Source:HGNC Symbol;Acc:HGNC:26286]
cg07663765,KIAA1609,NA
cg07705639,MRPS14,mitochondrial ribosomal protein S14 [Source:HGNC Symbol;Acc:HGNC:14049]
cg07718463,CCNE1,cyclin E1 [Source:HGNC Symbol;Acc:HGNC:1589]
cg07738533,PPM1M,protein phosphatase, Mg2+/Mn2+ dependent 1M [Source:HGNC Symbol;Acc:HGNC:26506]
cg07772145,TPRA1,transmembrane protein adipocyte associated 1 [Source:HGNC Symbol;Acc:HGNC:30413]
cg07790778,FKBPL,FK506 binding protein like [Source:HGNC Symbol;Acc:HGNC:13949]
cg07801681,ARL6IP1,ADP ribosylation factor like GTPase 6 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:697]
cg07844738,PTGIR,prostaglandin I2 receptor [Source:HGNC Symbol;Acc:HGNC:9602]
cg07859880,ECH1,enoyl-CoA hydratase 1 [Source:HGNC Symbol;Acc:HGNC:3149]
cg07883956,PDE8A,phosphodiesterase 8A [Source:HGNC Symbol;Acc:HGNC:8793]
cg07925134,SNF8,SNF8, ESCRT-II complex subunit [Source:HGNC Symbol;Acc:HGNC:17028]
cg07940585,RPS19,ribosomal protein S19 [Source:HGNC Symbol;Acc:HGNC:10402]
cg07949083,CDV3,CDV3 homolog [Source:HGNC Symbol;Acc:HGNC:26928]
cg07960944,LDLR,low density lipoprotein receptor [Source:HGNC Symbol;Acc:HGNC:6547]
cg07973390,CDKN2AIP,CDKN2A interacting protein [Source:HGNC Symbol;Acc:HGNC:24325]
cg07974643,NAA30,N(alpha)-acetyltransferase 30, NatC catalytic subunit [Source:HGNC Symbol;Acc:HGNC:19844]
cg07982057,GNB2,G protein subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:4398]
cg08016310,MED25,mediator complex subunit 25 [Source:HGNC Symbol;Acc:HGNC:28845]
cg08074962,SEC31A,SEC31 homolog A, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:17052]
cg08102619,TIAL1,TIA1 cytotoxic granule associated RNA binding protein like 1 [Source:HGNC Symbol;Acc:HGNC:11804]
cg08145723,ST14,suppression of tumorigenicity 14 [Source:HGNC Symbol;Acc:HGNC:11344]
cg08146221,PTMS,parathymosin [Source:HGNC Symbol;Acc:HGNC:9629]
cg08267701,TOMM40,translocase of outer mitochondrial membrane 40 [Source:HGNC Symbol;Acc:HGNC:18001]
cg08288130,DOK2,docking protein 2 [Source:HGNC Symbol;Acc:HGNC:2991]
cg08291098,STMN3,stathmin 3 [Source:HGNC Symbol;Acc:HGNC:15926]
cg08327566,PIK3AP1,phosphoinositide-3-kinase adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:30034]
cg08342721,UNC5B,unc-5 netrin receptor B [Source:HGNC Symbol;Acc:HGNC:12568]
cg08370839,OBFC1,NA
cg08412316,MTMR2,myotubularin related protein 2 [Source:HGNC Symbol;Acc:HGNC:7450]
cg08425760,AGTRAP,angiotensin II receptor associated protein [Source:HGNC Symbol;Acc:HGNC:13539]
cg08464513,MAPK3,mitogen-activated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:6877]
cg08465862,PFKP,phosphofructokinase, platelet [Source:HGNC Symbol;Acc:HGNC:8878]
cg08500346,CTSH,cathepsin H [Source:HGNC Symbol;Acc:HGNC:2535]
cg08508368,CA13,carbonic anhydrase 13 [Source:HGNC Symbol;Acc:HGNC:14914]
cg08514765,MMP15,matrix metallopeptidase 15 [Source:HGNC Symbol;Acc:HGNC:7161]
cg08535938,USP21,ubiquitin specific peptidase 21 [Source:HGNC Symbol;Acc:HGNC:12620]
cg08556822,CD2AP,CD2 associated protein [Source:HGNC Symbol;Acc:HGNC:14258]
cg08558340,SRRT,serrate, RNA effector molecule [Source:HGNC Symbol;Acc:HGNC:24101]
cg08572679,JMJD5,NA
cg08608094,TLK2,tousled like kinase 2 [Source:HGNC Symbol;Acc:HGNC:11842]
cg08610687,CCDC94,coiled-coil domain containing 94 [Source:HGNC Symbol;Acc:HGNC:25518]
cg08722104,PSMC3,proteasome 26S subunit, ATPase 3 [Source:HGNC Symbol;Acc:HGNC:9549]
cg08746853,HIST4H4,histone cluster 4 H4 [Source:HGNC Symbol;Acc:HGNC:20510]
cg08747777,CDH11,cadherin 11 [Source:HGNC Symbol;Acc:HGNC:1750]
cg08748948,SCARF2,scavenger receptor class F member 2 [Source:HGNC Symbol;Acc:HGNC:19869]
cg08783491,STX16,syntaxin 16 [Source:HGNC Symbol;Acc:HGNC:11431]
cg08794157,PMP22,peripheral myelin protein 22 [Source:HGNC Symbol;Acc:HGNC:9118]
cg08827079,ZNF181,zinc finger protein 181 [Source:HGNC Symbol;Acc:HGNC:12971]
cg08919846,KIAA0495,NA
cg08923160,APOB48R,NA
cg09036505,SSBP3,single stranded DNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:15674]
cg09044219,CCDC77,coiled-coil domain containing 77 [Source:HGNC Symbol;Acc:HGNC:28203]
cg09049982,ITCH,itchy E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:13890]
cg09059670,SERINC5,serine incorporator 5 [Source:HGNC Symbol;Acc:HGNC:18825]
cg09099062,ZNF786,zinc finger protein 786 [Source:HGNC Symbol;Acc:HGNC:21806]
cg09105657,C10orf125,NA
cg09114799,RAPGEF3,Rap guanine nucleotide exchange factor 3 [Source:HGNC Symbol;Acc:HGNC:16629]
cg09239756,CKAP4,cytoskeleton associated protein 4 [Source:HGNC Symbol;Acc:HGNC:16991]
cg09242181,LRP4,LDL receptor related protein 4 [Source:HGNC Symbol;Acc:HGNC:6696]
cg09282289,ZMYM2,zinc finger MYM-type containing 2 [Source:HGNC Symbol;Acc:HGNC:12989]
cg09315024,UBE2D3,ubiquitin conjugating enzyme E2 D3 [Source:HGNC Symbol;Acc:HGNC:12476]
cg09414633,APC2,APC2, WNT signaling pathway regulator [Source:HGNC Symbol;Acc:HGNC:24036]
cg09444439,UBR2,ubiquitin protein ligase E3 component n-recognin 2 [Source:HGNC Symbol;Acc:HGNC:21289]
cg09478103,ZNF485,zinc finger protein 485 [Source:HGNC Symbol;Acc:HGNC:23440]
cg09482816,LRP1,LDL receptor related protein 1 [Source:HGNC Symbol;Acc:HGNC:6692]
cg09487245,PTPN18,protein tyrosine phosphatase, non-receptor type 18 [Source:HGNC Symbol;Acc:HGNC:9649]
cg09490873,FNDC3B,fibronectin type III domain containing 3B [Source:HGNC Symbol;Acc:HGNC:24670]
cg09522027,PPP1CB,protein phosphatase 1 catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9282]
cg09526912,SIX2,SIX homeobox 2 [Source:HGNC Symbol;Acc:HGNC:10888]
cg09569869,FAM109B,family with sequence similarity 109 member B [Source:HGNC Symbol;Acc:HGNC:27161]
cg09573809,ZNF497,zinc finger protein 497 [Source:HGNC Symbol;Acc:HGNC:23714]
cg09608737,MRPS24,mitochondrial ribosomal protein S24 [Source:HGNC Symbol;Acc:HGNC:14510]
cg09615521,ZW10,zw10 kinetochore protein [Source:HGNC Symbol;Acc:HGNC:13194]
cg09657262,PPFIA1,PTPRF interacting protein alpha 1 [Source:HGNC Symbol;Acc:HGNC:9245]
cg09800026,ICOSLG,inducible T cell costimulator ligand [Source:HGNC Symbol;Acc:HGNC:17087]
cg09836324,ELL3,elongation factor for RNA polymerase II 3 [Source:HGNC Symbol;Acc:HGNC:23113]
cg09909877,GCAT,glycine C-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:4188]
cg09944149,PTPDC1,protein tyrosine phosphatase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30184]
cg09967834,HEATR6,HEAT repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:24076]
cg10033612,CRAMP1L,NA
cg10045446,LSM5,LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17162]
cg10068398,EIF2AK4,eukaryotic translation initiation factor 2 alpha kinase 4 [Source:HGNC Symbol;Acc:HGNC:19687]
cg10141022,BRAF,B-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1097]
cg10219512,ZNF318,zinc finger protein 318 [Source:HGNC Symbol;Acc:HGNC:13578]
cg10244461,LEPREL1,NA
cg10253484,SCAMP2,secretory carrier membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:10564]
cg10332202,KPNA6,karyopherin subunit alpha 6 [Source:HGNC Symbol;Acc:HGNC:6399]
cg10348863,ING2,inhibitor of growth family member 2 [Source:HGNC Symbol;Acc:HGNC:6063]
cg10447615,CLCC1,chloride channel CLIC like 1 [Source:HGNC Symbol;Acc:HGNC:29675]
cg10503854,EIF4A3,eukaryotic translation initiation factor 4A3 [Source:HGNC Symbol;Acc:HGNC:18683]
cg10517222,C17orf58,chromosome 17 open reading frame 58 [Source:HGNC Symbol;Acc:HGNC:27568]
cg10546176,DNAJC21,DnaJ heat shock protein family (Hsp40) member C21 [Source:HGNC Symbol;Acc:HGNC:27030]
cg10601026,EGR2,early growth response 2 [Source:HGNC Symbol;Acc:HGNC:3239]
cg10666906,GOLGA4,golgin A4 [Source:HGNC Symbol;Acc:HGNC:4427]
cg10716823,RPLP1,ribosomal protein lateral stalk subunit P1 [Source:HGNC Symbol;Acc:HGNC:10372]
cg10717906,VASP,vasodilator stimulated phosphoprotein [Source:HGNC Symbol;Acc:HGNC:12652]
cg10871876,ZNF83,zinc finger protein 83 [Source:HGNC Symbol;Acc:HGNC:13158]
cg10933959,FLJ42289,NA
cg10956860,GOLPH3,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452]
cg10973622,IMMT,inner membrane mitochondrial protein [Source:HGNC Symbol;Acc:HGNC:6047]
cg10999867,HDAC2,histone deacetylase 2 [Source:HGNC Symbol;Acc:HGNC:4853]
cg11007423,SPPL2A,signal peptide peptidase like 2A [Source:HGNC Symbol;Acc:HGNC:30227]
cg11015833,TMTC2,transmembrane and tetratricopeptide repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:25440]
cg11152302,NYNRIN,NYN domain and retroviral integrase containing [Source:HGNC Symbol;Acc:HGNC:20165]
cg11228717,DERA,deoxyribose-phosphate aldolase [Source:HGNC Symbol;Acc:HGNC:24269]
cg11405475,SNRPE,small nuclear ribonucleoprotein polypeptide E [Source:HGNC Symbol;Acc:HGNC:11161]
cg11453400,AFAP1L2,actin filament associated protein 1 like 2 [Source:HGNC Symbol;Acc:HGNC:25901]
cg11487037,MATR3,matrin 3 [Source:HGNC Symbol;Acc:HGNC:6912]
cg11594299,RADIL,Rap associating with DIL domain [Source:HGNC Symbol;Acc:HGNC:22226]
cg11628034,RPS16,ribosomal protein S16 [Source:HGNC Symbol;Acc:HGNC:10396]
cg11657440,DMWD,DM1 locus, WD repeat containing [Source:HGNC Symbol;Acc:HGNC:2936]
cg11713493,PLD6,phospholipase D family member 6 [Source:HGNC Symbol;Acc:HGNC:30447]
cg11738162,VOPP1,VOPP1, WBP1/VOPP1 family member [Source:HGNC Symbol;Acc:HGNC:34518]
cg11789185,C14orf93,chromosome 14 open reading frame 93 [Source:HGNC Symbol;Acc:HGNC:20162]
cg11819342,CORIN,corin, serine peptidase [Source:HGNC Symbol;Acc:HGNC:19012]
cg11821039,SNED1,sushi, nidogen and EGF like domains 1 [Source:HGNC Symbol;Acc:HGNC:24696]
cg11909310,GTPBP10,GTP binding protein 10 [Source:HGNC Symbol;Acc:HGNC:25106]
cg11973682,CRMP1,collapsin response mediator protein 1 [Source:HGNC Symbol;Acc:HGNC:2365]
cg12072178,VAMP3,vesicle associated membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:12644]
cg12110333,LOC728613,NA
cg12147799,HKR1,HKR1, GLI-Kruppel zinc finger family member [Source:HGNC Symbol;Acc:HGNC:4928]
cg12193731,ACVRL1,activin A receptor like type 1 [Source:HGNC Symbol;Acc:HGNC:175]
cg12233946,BIRC6,baculoviral IAP repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:13516]
cg12283460,RNF111,ring finger protein 111 [Source:HGNC Symbol;Acc:HGNC:17384]
cg12306853,FUCA2,alpha-L-fucosidase 2 [Source:HGNC Symbol;Acc:HGNC:4008]
cg12345955,BCL11A,B cell CLL/lymphoma 11A [Source:HGNC Symbol;Acc:HGNC:13221]
cg12405775,MRPL3,mitochondrial ribosomal protein L3 [Source:HGNC Symbol;Acc:HGNC:10379]
cg12407666,RIC8B,RIC8 guanine nucleotide exchange factor B [Source:HGNC Symbol;Acc:HGNC:25555]
cg12539128,TEX261,testis expressed 261 [Source:HGNC Symbol;Acc:HGNC:30712]
cg12548454,PSAT1,phosphoserine aminotransferase 1 [Source:HGNC Symbol;Acc:HGNC:19129]
cg12802086,MECR,mitochondrial trans-2-enoyl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:19691]
cg12827798,UCHL3,ubiquitin C-terminal hydrolase L3 [Source:HGNC Symbol;Acc:HGNC:12515]
cg12947447,FBXL14,F-box and leucine rich repeat protein 14 [Source:HGNC Symbol;Acc:HGNC:28624]
cg12995160,STK3,serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:11406]
cg13137476,DNAJC10,DnaJ heat shock protein family (Hsp40) member C10 [Source:HGNC Symbol;Acc:HGNC:24637]
cg13203249,LOC400657,NA
cg13302559,CCDC93,coiled-coil domain containing 93 [Source:HGNC Symbol;Acc:HGNC:25611]
cg13361703,TMEM20,NA
cg13379408,MPPE1,metallophosphoesterase 1 [Source:HGNC Symbol;Acc:HGNC:15988]
cg13403760,PTPN14,protein tyrosine phosphatase, non-receptor type 14 [Source:HGNC Symbol;Acc:HGNC:9647]
cg13408636,PPP1R3E,protein phosphatase 1 regulatory subunit 3E [Source:HGNC Symbol;Acc:HGNC:14943]
cg13419700,SELK,NA
cg13469311,PGRMC2,progesterone receptor membrane component 2 [Source:HGNC Symbol;Acc:HGNC:16089]
cg13499271,COL5A1,collagen type V alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2209]
cg13503087,RILPL2,Rab interacting lysosomal protein like 2 [Source:HGNC Symbol;Acc:HGNC:28787]
cg13508391,TEAD4,TEA domain transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11717]
cg13509195,CPNE8,copine 8 [Source:HGNC Symbol;Acc:HGNC:23498]
cg13549152,AKIRIN1,akirin 1 [Source:HGNC Symbol;Acc:HGNC:25744]
cg13551894,USO1,USO1 vesicle transport factor [Source:HGNC Symbol;Acc:HGNC:30904]
cg13614468,GTF2F1,general transcription factor IIF subunit 1 [Source:HGNC Symbol;Acc:HGNC:4652]
cg13678049,CUL9,cullin 9 [Source:HGNC Symbol;Acc:HGNC:15982]
cg13722619,CDCP1,CUB domain containing protein 1 [Source:HGNC Symbol;Acc:HGNC:24357]
cg13729116,LETM1,leucine zipper and EF-hand containing transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:6556]
cg13810556,RPL37A,ribosomal protein L37a [Source:HGNC Symbol;Acc:HGNC:10348]
cg13910583,RPS20,ribosomal protein S20 [Source:HGNC Symbol;Acc:HGNC:10405]
cg13951797,TRAF7,TNF receptor associated factor 7 [Source:HGNC Symbol;Acc:HGNC:20456]
cg13995319,YES1,YES proto-oncogene 1, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:12841]
cg14012220,DUSP16,dual specificity phosphatase 16 [Source:HGNC Symbol;Acc:HGNC:17909]
cg14052996,ENDOG,endonuclease G [Source:HGNC Symbol;Acc:HGNC:3346]
cg14076390,DHRS11,dehydrogenase/reductase 11 [Source:HGNC Symbol;Acc:HGNC:28639]
cg14084056,ZNF641,zinc finger protein 641 [Source:HGNC Symbol;Acc:HGNC:31834]
cg14085328,DDX59,DEAD-box helicase 59 [Source:HGNC Symbol;Acc:HGNC:25360]
cg14089881,ICMT,isoprenylcysteine carboxyl methyltransferase [Source:HGNC Symbol;Acc:HGNC:5350]
cg14131038,NCK2,NCK adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:7665]
cg14253932,LIN37,lin-37 DREAM MuvB core complex component [Source:HGNC Symbol;Acc:HGNC:33234]
cg14253939,RNF187,ring finger protein 187 [Source:HGNC Symbol;Acc:HGNC:27146]
cg14281160,LLPH,LLP homolog, long-term synaptic facilitation [Source:HGNC Symbol;Acc:HGNC:28229]
cg14298379,MYLIP,myosin regulatory light chain interacting protein [Source:HGNC Symbol;Acc:HGNC:21155]
cg14353079,SMC5,structural maintenance of chromosomes 5 [Source:HGNC Symbol;Acc:HGNC:20465]
cg14452875,NR1D2,nuclear receptor subfamily 1 group D member 2 [Source:HGNC Symbol;Acc:HGNC:7963]
cg14472148,NDUFB6,NADH:ubiquinone oxidoreductase subunit B6 [Source:HGNC Symbol;Acc:HGNC:7701]
cg14497203,RAB36,RAB36, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9775]
cg14552260,MELK,maternal embryonic leucine zipper kinase [Source:HGNC Symbol;Acc:HGNC:16870]
cg14560040,SURF6,surfeit 6 [Source:HGNC Symbol;Acc:HGNC:11478]
cg14765969,C4orf43,NA
cg14773523,MINA,NA
cg14774677,HIP1,huntingtin interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:4913]
cg14787477,NAGLU,N-acetyl-alpha-glucosaminidase [Source:HGNC Symbol;Acc:HGNC:7632]
cg14878016,TPX2,TPX2, microtubule nucleation factor [Source:HGNC Symbol;Acc:HGNC:1249]
cg14904662,ANK1,ankyrin 1 [Source:HGNC Symbol;Acc:HGNC:492]
cg14953026,GAB1,GRB2 associated binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4066]
cg14989642,HIST1H3E,histone cluster 1 H3 family member e [Source:HGNC Symbol;Acc:HGNC:4769]
cg15047774,ASAM,NA
cg15119377,ITGB5,integrin subunit beta 5 [Source:HGNC Symbol;Acc:HGNC:6160]
cg15146834,PPP1R14C,protein phosphatase 1 regulatory inhibitor subunit 14C [Source:HGNC Symbol;Acc:HGNC:14952]
cg15176895,FAHD2B,fumarylacetoacetate hydrolase domain containing 2B [Source:HGNC Symbol;Acc:HGNC:25318]
cg15220253,FAM105B,NA
cg15357639,OGG1,8-oxoguanine DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:8125]
cg15556090,ZNF746,zinc finger protein 746 [Source:HGNC Symbol;Acc:HGNC:21948]
cg15563952,DHTKD1,dehydrogenase E1 and transketolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23537]
cg15575967,TRIM62,tripartite motif containing 62 [Source:HGNC Symbol;Acc:HGNC:25574]
