id,gene,description
cg06834434,LTBP2,latent transforming growth factor beta binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6715]
cg06886059,DDX10,DEAD-box helicase 10 [Source:HGNC Symbol;Acc:HGNC:2735]
cg06919490,TMEM192,transmembrane protein 192 [Source:HGNC Symbol;Acc:HGNC:26775]
cg06983527,SDF2L1,stromal cell derived factor 2 like 1 [Source:HGNC Symbol;Acc:HGNC:10676]
cg06996081,CHURC1,churchill domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20099]
cg06999776,SEMA4F,ssemaphorin 4F [Source:HGNC Symbol;Acc:HGNC:10734]
cg07037964,C5orf54,NA
cg07124972,RAB12,RAB12, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:31332]
cg07204893,SF3B1,splicing factor 3b subunit 1 [Source:HGNC Symbol;Acc:HGNC:10768]
cg07206643,ARGLU1,arginine and glutamate rich 1 [Source:HGNC Symbol;Acc:HGNC:25482]
cg07218880,UPF3A,UPF3A, regulator of nonsense mediated mRNA decay [Source:HGNC Symbol;Acc:HGNC:20332]
cg07230446,GIGYF2,GRB10 interacting GYF protein 2 [Source:HGNC Symbol;Acc:HGNC:11960]
cg07262244,LIMS2,LIM zinc finger domain containing 2 [Source:HGNC Symbol;Acc:HGNC:16084]
cg07368443,PLK3,polo like kinase 3 [Source:HGNC Symbol;Acc:HGNC:2154]
cg07378013,GAS8,growth arrest specific 8 [Source:HGNC Symbol;Acc:HGNC:4166]
cg07488073,ARIH1,ariadne RBR E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:689]
cg07505226,POLR2G,RNA polymerase II subunit G [Source:HGNC Symbol;Acc:HGNC:9194]
cg07553761,TRIM59,tripartite motif containing 59 [Source:HGNC Symbol;Acc:HGNC:30834]
cg07571951,HSPB1,heat shock protein family B (small) member 1 [Source:HGNC Symbol;Acc:HGNC:5246]
cg07580418,COX18,COX18, cytochrome c oxidase assembly factor [Source:HGNC Symbol;Acc:HGNC:26801]
cg07591395,RBM8A,RNA binding motif protein 8A [Source:HGNC Symbol;Acc:HGNC:9905]
cg07629187,KCNS3,potassium voltage-gated channel modifier subfamily S member 3 [Source:HGNC Symbol;Acc:HGNC:6302]
cg07655965,TMEM214,transmembrane protein 214 [Source:HGNC Symbol;Acc:HGNC:25983]
cg07661836,PFDN5,prefoldin subunit 5 [Source:HGNC Symbol;Acc:HGNC:8869]
cg07695566,CYB561,cytochrome b561 [Source:HGNC Symbol;Acc:HGNC:2571]
cg07728092,EIF5A2,eukaryotic translation initiation factor 5A2 [Source:HGNC Symbol;Acc:HGNC:3301]
cg07775675,SPHK1,sphingosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:11240]
cg07813275,NPL,N-acetylneuraminate pyruvate lyase [Source:HGNC Symbol;Acc:HGNC:16781]
cg07821354,SH2D3A,SH2 domain containing 3A [Source:HGNC Symbol;Acc:HGNC:16885]
cg07907917,SERTAD3,SERTA domain containing 3 [Source:HGNC Symbol;Acc:HGNC:17931]
cg07954497,ZNF780A,zinc finger protein 780A [Source:HGNC Symbol;Acc:HGNC:27603]
cg08059845,FCGRT,Fc fragment of IgG receptor and transporter [Source:HGNC Symbol;Acc:HGNC:3621]
cg08129953,STK25,serine/threonine kinase 25 [Source:HGNC Symbol;Acc:HGNC:11404]
cg08163803,EFHA1,NA
cg08172999,C2orf69,chromosome 2 open reading frame 69 [Source:HGNC Symbol;Acc:HGNC:26799]
cg08301526,SLC39A3,solute carrier family 39 member 3 [Source:HGNC Symbol;Acc:HGNC:17128]
cg08315133,TMCO6,transmembrane and coiled-coil domains 6 [Source:HGNC Symbol;Acc:HGNC:28814]
cg08514994,STAU1,staufen double-stranded RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11370]
cg08626932,GMEB2,glucocorticoid modulatory element binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4371]
cg08690336,D2HGDH,D-2-hydroxyglutarate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:28358]
cg08737421,MAX,MYC associated factor X [Source:HGNC Symbol;Acc:HGNC:6913]
cg08896629,TYK2,tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12440]
cg08972632,LOC283922,NA
cg09037089,FLI1,Fli-1 proto-oncogene, ETS transcription factor [Source:HGNC Symbol;Acc:HGNC:3749]
cg09105193,CPM,carboxypeptidase M [Source:HGNC Symbol;Acc:HGNC:2311]
cg09117878,STXBP3,syntaxin binding protein 3 [Source:HGNC Symbol;Acc:HGNC:11446]
cg09169255,SPR,sepiapterin reductase [Source:HGNC Symbol;Acc:HGNC:11257]
cg09169839,FARSB,phenylalanyl-tRNA synthetase beta subunit [Source:HGNC Symbol;Acc:HGNC:17800]
cg09191232,PAPSS1,3'-phosphoadenosine 5'-phosphosulfate synthase 1 [Source:HGNC Symbol;Acc:HGNC:8603]
cg09205595,AGAP3,ArfGAP with GTPase domain, ankyrin repeat and PH domain 3 [Source:HGNC Symbol;Acc:HGNC:16923]
cg09258965,TBC1D7,TBC1 domain family member 7 [Source:HGNC Symbol;Acc:HGNC:21066]
cg09275862,TAF1A,TATA-box binding protein associated factor, RNA polymerase I subunit A [Source:HGNC Symbol;Acc:HGNC:11532]
cg09336228,DDX19A,DEAD-box helicase 19A [Source:HGNC Symbol;Acc:HGNC:25628]
cg09348431,SCRIB,scribbled planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:30377]
cg09359933,C19orf10,NA
cg09460369,RAB2A,RAB2A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9763]
cg09462576,MRPL55,mitochondrial ribosomal protein L55 [Source:HGNC Symbol;Acc:HGNC:16686]
cg09462826,FADS1,fatty acid desaturase 1 [Source:HGNC Symbol;Acc:HGNC:3574]
cg09638344,WFS1,wolframin ER transmembrane glycoprotein [Source:HGNC Symbol;Acc:HGNC:12762]
cg09700630,CNIH2,cornichon family AMPA receptor auxiliary protein 2 [Source:HGNC Symbol;Acc:HGNC:28744]
cg09736286,DIABLO,diablo IAP-binding mitochondrial protein [Source:HGNC Symbol;Acc:HGNC:21528]
cg09753865,MPP3,membrane palmitoylated protein 3 [Source:HGNC Symbol;Acc:HGNC:7221]
cg09898729,C1orf212,NA
cg09938328,RRAGC,Ras related GTP binding C [Source:HGNC Symbol;Acc:HGNC:19902]
cg10052118,MMD,monocyte to macrophage differentiation associated [Source:HGNC Symbol;Acc:HGNC:7153]
cg10146807,API5,apoptosis inhibitor 5 [Source:HGNC Symbol;Acc:HGNC:594]
cg10188300,ZNF766,zinc finger protein 766 [Source:HGNC Symbol;Acc:HGNC:28063]
cg10240449,PFN1,profilin 1 [Source:HGNC Symbol;Acc:HGNC:8881]
cg10268125,ING3,inhibitor of growth family member 3 [Source:HGNC Symbol;Acc:HGNC:14587]
cg10274099,HOMEZ,homeobox and leucine zipper encoding [Source:HGNC Symbol;Acc:HGNC:20164]
cg10281770,WDR45L,NA
cg10286983,ALDH5A1,aldehyde dehydrogenase 5 family member A1 [Source:HGNC Symbol;Acc:HGNC:408]
cg10333802,PCNX,NA
cg10358907,RPL36,ribosomal protein L36 [Source:HGNC Symbol;Acc:HGNC:13631]
cg10499172,DCPS,decapping enzyme, scavenger [Source:HGNC Symbol;Acc:HGNC:29812]
cg10524983,GYG1,glycogenin 1 [Source:HGNC Symbol;Acc:HGNC:4699]
cg10563588,RASA3,RAS p21 protein activator 3 [Source:HGNC Symbol;Acc:HGNC:20331]
cg10568297,SLC29A4,solute carrier family 29 member 4 [Source:HGNC Symbol;Acc:HGNC:23097]
cg10593256,ZNF700,zinc finger protein 700 [Source:HGNC Symbol;Acc:HGNC:25292]
cg10668980,KIAA1274,NA
cg10680411,PGBD1,piggyBac transposable element derived 1 [Source:HGNC Symbol;Acc:HGNC:19398]
cg10683055,IL10RB,interleukin 10 receptor subunit beta [Source:HGNC Symbol;Acc:HGNC:5965]
cg10698098,WTAP,WT1 associated protein [Source:HGNC Symbol;Acc:HGNC:16846]
cg10815400,RAVER2,ribonucleoprotein, PTB binding 2 [Source:HGNC Symbol;Acc:HGNC:25577]
cg10864501,POLDIP3,DNA polymerase delta interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:23782]
cg10871529,CNP,2',3'-cyclic nucleotide 3' phosphodiesterase [Source:HGNC Symbol;Acc:HGNC:2158]
cg10872774,NUDT14,nudix hydrolase 14 [Source:HGNC Symbol;Acc:HGNC:20141]
cg10894697,CASP7,caspase 7 [Source:HGNC Symbol;Acc:HGNC:1508]
cg10908188,C3orf63,NA
cg10970399,USP45,ubiquitin specific peptidase 45 [Source:HGNC Symbol;Acc:HGNC:20080]
cg11007406,SPTBN1,spectrin beta, non-erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11275]
cg11031180,TINF2,TERF1 interacting nuclear factor 2 [Source:HGNC Symbol;Acc:HGNC:11824]
cg11031937,MADD,MAP kinase activating death domain [Source:HGNC Symbol;Acc:HGNC:6766]
cg11066673,MLEC,malectin [Source:HGNC Symbol;Acc:HGNC:28973]
cg11068517,RABGGTA,Rab geranylgeranyltransferase alpha subunit [Source:HGNC Symbol;Acc:HGNC:9795]
cg11114757,BIRC2,baculoviral IAP repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:590]
cg11192537,ARHGEF7,Rho guanine nucleotide exchange factor 7 [Source:HGNC Symbol;Acc:HGNC:15607]
cg11197202,C11orf30,NA
cg11235344,MARK1,microtubule affinity regulating kinase 1 [Source:HGNC Symbol;Acc:HGNC:6896]
cg11361691,FLNB,filamin B [Source:HGNC Symbol;Acc:HGNC:3755]
cg11393995,SERPINB1,serpin family B member 1 [Source:HGNC Symbol;Acc:HGNC:3311]
cg11421255,ANXA2,annexin A2 [Source:HGNC Symbol;Acc:HGNC:537]
cg11466815,SLC38A9,solute carrier family 38 member 9 [Source:HGNC Symbol;Acc:HGNC:26907]
cg11504408,KCTD18,potassium channel tetramerization domain containing 18 [Source:HGNC Symbol;Acc:HGNC:26446]
cg11534677,KBTBD2,kelch repeat and BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21751]
cg11621808,ITGB8,integrin subunit beta 8 [Source:HGNC Symbol;Acc:HGNC:6163]
cg11634612,UBE2V2,ubiquitin conjugating enzyme E2 V2 [Source:HGNC Symbol;Acc:HGNC:12495]
cg11665333,WDR82,WD repeat domain 82 [Source:HGNC Symbol;Acc:HGNC:28826]
cg11697983,SERBP1,SERPINE1 mRNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17860]
cg11878242,SERTAD2,SERTA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30784]
cg11980435,BBC3,BCL2 binding component 3 [Source:HGNC Symbol;Acc:HGNC:17868]
cg12267291,SQLE,squalene epoxidase [Source:HGNC Symbol;Acc:HGNC:11279]
cg12413918,ERBB2,erb-b2 receptor tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:3430]
cg12428738,RGL2,ral guanine nucleotide dissociation stimulator like 2 [Source:HGNC Symbol;Acc:HGNC:9769]
cg12538950,P4HA3,prolyl 4-hydroxylase subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:30135]
cg12598099,ZCCHC2,zinc finger CCHC-type containing 2 [Source:HGNC Symbol;Acc:HGNC:22916]
cg12647497,GSTM2,glutathione S-transferase mu 2 [Source:HGNC Symbol;Acc:HGNC:4634]
cg12657283,FYN,FYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:4037]
cg12661370,SLC26A2,solute carrier family 26 member 2 [Source:HGNC Symbol;Acc:HGNC:10994]
cg12676444,NGLY1,N-glycanase 1 [Source:HGNC Symbol;Acc:HGNC:17646]
cg12767885,INPP5A,inositol polyphosphate-5-phosphatase A [Source:HGNC Symbol;Acc:HGNC:6076]
cg12877860,DFNB31,NA
cg12912293,ARNT,aryl hydrocarbon receptor nuclear translocator [Source:HGNC Symbol;Acc:HGNC:700]
cg12943363,MND1,meiotic nuclear divisions 1 [Source:HGNC Symbol;Acc:HGNC:24839]
cg12968701,MARS,methionyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:6898]
cg12991125,PLA2R1,phospholipase A2 receptor 1 [Source:HGNC Symbol;Acc:HGNC:9042]
cg13071476,NEU1,neuraminidase 1 [Source:HGNC Symbol;Acc:HGNC:7758]
cg13072241,GPR126,NA
cg13099429,COX16,COX16, cytochrome c oxidase assembly homolog [Source:HGNC Symbol;Acc:HGNC:20213]
cg13146874,RNF10,ring finger protein 10 [Source:HGNC Symbol;Acc:HGNC:10055]
cg13160221,HR,HR, lysine demethylase and nuclear receptor corepressor [Source:HGNC Symbol;Acc:HGNC:5172]
cg13266292,RPS15,ribosomal protein S15 [Source:HGNC Symbol;Acc:HGNC:10388]
cg13324205,SF3B5,splicing factor 3b subunit 5 [Source:HGNC Symbol;Acc:HGNC:21083]
cg13393830,ZNF577,zinc finger protein 577 [Source:HGNC Symbol;Acc:HGNC:28673]
cg13419791,ST6GAL1,ST6 beta-galactoside alpha-2,6-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10860]
cg13452386,NUDT8,nudix hydrolase 8 [Source:HGNC Symbol;Acc:HGNC:8055]
cg13508557,HPSE,heparanase [Source:HGNC Symbol;Acc:HGNC:5164]
cg13609040,B4GALT4,beta-1,4-galactosyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:927]
cg13626866,C11orf2,NA
cg13645078,PHLDA3,pleckstrin homology like domain family A member 3 [Source:HGNC Symbol;Acc:HGNC:8934]
cg13648117,TMEM141,transmembrane protein 141 [Source:HGNC Symbol;Acc:HGNC:28211]
cg13666550,GADD45B,growth arrest and DNA damage inducible beta [Source:HGNC Symbol;Acc:HGNC:4096]
cg14051306,MIER3,MIER family member 3 [Source:HGNC Symbol;Acc:HGNC:26678]
cg14064488,SNX10,sorting nexin 10 [Source:HGNC Symbol;Acc:HGNC:14974]
cg14212953,TMEM107,transmembrane protein 107 [Source:HGNC Symbol;Acc:HGNC:28128]
cg14293614,TOMM5,translocase of outer mitochondrial membrane 5 [Source:HGNC Symbol;Acc:HGNC:31369]
cg14535884,ATP6V1G1,ATPase H+ transporting V1 subunit G1 [Source:HGNC Symbol;Acc:HGNC:864]
cg14557909,NEK8,NIMA related kinase 8 [Source:HGNC Symbol;Acc:HGNC:13387]
cg14577373,CYP20A1,cytochrome P450 family 20 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:20576]
cg14594876,SNTA1,syntrophin alpha 1 [Source:HGNC Symbol;Acc:HGNC:11167]
cg14612785,EIF4E3,eukaryotic translation initiation factor 4E family member 3 [Source:HGNC Symbol;Acc:HGNC:31837]
cg14640481,BRI3,brain protein I3 [Source:HGNC Symbol;Acc:HGNC:1109]
cg14667004,IP6K1,inositol hexakisphosphate kinase 1 [Source:HGNC Symbol;Acc:HGNC:18360]
cg14756197,CSTB,cystatin B [Source:HGNC Symbol;Acc:HGNC:2482]
cg14792031,KBTBD6,kelch repeat and BTB domain containing 6 [Source:HGNC Symbol;Acc:HGNC:25340]
cg14830118,FAM18B,NA
cg14871704,C11orf61,NA
cg14977069,LIME1,Lck interacting transmembrane adaptor 1 [Source:HGNC Symbol;Acc:HGNC:26016]
cg15090714,MED13,mediator complex subunit 13 [Source:HGNC Symbol;Acc:HGNC:22474]
cg15153604,RPSAP58,ribosomal protein SA pseudogene 58 [Source:HGNC Symbol;Acc:HGNC:36809]
cg15174977,TMEM110,NA
cg15206136,PIP4K2B,phosphatidylinositol-5-phosphate 4-kinase type 2 beta [Source:HGNC Symbol;Acc:HGNC:8998]
cg15345388,CCT4,chaperonin containing TCP1 subunit 4 [Source:HGNC Symbol;Acc:HGNC:1617]
cg15480137,SUGT1,SGT1 homolog, MIS12 kinetochore complex assembly cochaperone [Source:HGNC Symbol;Acc:HGNC:16987]
cg15522719,GLS,glutaminase [Source:HGNC Symbol;Acc:HGNC:4331]
cg15712267,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270]
cg15761609,FAM20A,FAM20A, golgi associated secretory pathway pseudokinase [Source:HGNC Symbol;Acc:HGNC:23015]
cg15793197,MAP3K3,mitogen-activated protein kinase kinase kinase 3 [Source:HGNC Symbol;Acc:HGNC:6855]
cg15879316,CELSR1,cadherin EGF LAG seven-pass G-type receptor 1 [Source:HGNC Symbol;Acc:HGNC:1850]
cg16048163,BCL2L13,BCL2 like 13 [Source:HGNC Symbol;Acc:HGNC:17164]
cg16119134,MAPK7,mitogen-activated protein kinase 7 [Source:HGNC Symbol;Acc:HGNC:6880]
cg16204509,ALDH1L2,aldehyde dehydrogenase 1 family member L2 [Source:HGNC Symbol;Acc:HGNC:26777]
cg16228688,DPP3,dipeptidyl peptidase 3 [Source:HGNC Symbol;Acc:HGNC:3008]
cg16239296,BTBD1,BTB domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1120]
cg16299601,GK5,glycerol kinase 5 (putative) [Source:HGNC Symbol;Acc:HGNC:28635]
cg16366709,SGSM3,small G protein signaling modulator 3 [Source:HGNC Symbol;Acc:HGNC:25228]
cg16378421,ABCC5,ATP binding cassette subfamily C member 5 [Source:HGNC Symbol;Acc:HGNC:56]
cg16412592,MLYCD,malonyl-CoA decarboxylase [Source:HGNC Symbol;Acc:HGNC:7150]
cg16453673,APPL2,adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2 [Source:HGNC Symbol;Acc:HGNC:18242]
cg16542424,PTPRG,protein tyrosine phosphatase, receptor type G [Source:HGNC Symbol;Acc:HGNC:9671]
cg16651732,ABHD2,abhydrolase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18717]
cg16670864,DUSP14,dual specificity phosphatase 14 [Source:HGNC Symbol;Acc:HGNC:17007]
cg16806347,FUK,fucokinase [Source:HGNC Symbol;Acc:HGNC:29500]
cg16826874,DOCK5,dedicator of cytokinesis 5 [Source:HGNC Symbol;Acc:HGNC:23476]
cg16880597,LRP6,LDL receptor related protein 6 [Source:HGNC Symbol;Acc:HGNC:6698]
cg16992257,SPG21,SPG21, maspardin [Source:HGNC Symbol;Acc:HGNC:20373]
cg17003376,ZNF202,zinc finger protein 202 [Source:HGNC Symbol;Acc:HGNC:12994]
cg17015803,ALPL,alkaline phosphatase, liver/bone/kidney [Source:HGNC Symbol;Acc:HGNC:438]
cg17174775,AASS,aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]
cg17341345,CCNH,cyclin H [Source:HGNC Symbol;Acc:HGNC:1594]
cg17516156,INPP1,inositol polyphosphate-1-phosphatase [Source:HGNC Symbol;Acc:HGNC:6071]
cg17557230,ZFYVE16,zinc finger FYVE-type containing 16 [Source:HGNC Symbol;Acc:HGNC:20756]
cg17570276,EIF2AK1,eukaryotic translation initiation factor 2 alpha kinase 1 [Source:HGNC Symbol;Acc:HGNC:24921]
cg17633033,CACNB1,calcium voltage-gated channel auxiliary subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:1401]
cg17699947,KBTBD8,kelch repeat and BTB domain containing 8 [Source:HGNC Symbol;Acc:HGNC:30691]
cg17752088,HOMER1,homer scaffolding protein 1 [Source:HGNC Symbol;Acc:HGNC:17512]
cg17812951,KIAA2018,NA
cg18095732,ZDHHC20,zinc finger DHHC-type containing 20 [Source:HGNC Symbol;Acc:HGNC:20749]
cg18113602,CMTM6,CKLF like MARVEL transmembrane domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19177]
cg18209001,SMNDC1,survival motor neuron domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16900]
cg18296071,RBM12B,RNA binding motif protein 12B [Source:HGNC Symbol;Acc:HGNC:32310]
cg18513200,BOD1L,NA
cg18518914,BUB1,BUB1 mitotic checkpoint serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1148]
cg18545490,ATXN2,ataxin 2 [Source:HGNC Symbol;Acc:HGNC:10555]
cg18849169,GPX3,glutathione peroxidase 3 [Source:HGNC Symbol;Acc:HGNC:4555]
cg18856004,OTUD3,OTU deubiquitinase 3 [Source:HGNC Symbol;Acc:HGNC:29038]
cg18923964,SRP54,signal recognition particle 54 [Source:HGNC Symbol;Acc:HGNC:11301]
cg19040620,MTMR4,myotubularin related protein 4 [Source:HGNC Symbol;Acc:HGNC:7452]
cg19078334,TXN,thioredoxin [Source:HGNC Symbol;Acc:HGNC:12435]
cg19156104,PLCL1,phospholipase C like 1 (inactive) [Source:HGNC Symbol;Acc:HGNC:9063]
cg19303748,TSPAN4,tetraspanin 4 [Source:HGNC Symbol;Acc:HGNC:11859]
cg19415091,PELP1,proline, glutamate and leucine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:30134]
cg19595912,ERO1LB,NA
cg19596755,CPT1A,carnitine palmitoyltransferase 1A [Source:HGNC Symbol;Acc:HGNC:2328]
cg19608105,CYP2U1,cytochrome P450 family 2 subfamily U member 1 [Source:HGNC Symbol;Acc:HGNC:20582]
cg19627446,DHX30,DExH-box helicase 30 [Source:HGNC Symbol;Acc:HGNC:16716]
cg19716816,GMCL1,germ cell-less, spermatogenesis associated 1 [Source:HGNC Symbol;Acc:HGNC:23843]
cg20064704,PIGU,phosphatidylinositol glycan anchor biosynthesis class U [Source:HGNC Symbol;Acc:HGNC:15791]
cg20131596,PAM,peptidylglycine alpha-amidating monooxygenase [Source:HGNC Symbol;Acc:HGNC:8596]
cg20133730,PDK2,pyruvate dehydrogenase kinase 2 [Source:HGNC Symbol;Acc:HGNC:8810]
cg20603181,SSSCA1,Sjogren syndrome/scleroderma autoantigen 1 [Source:HGNC Symbol;Acc:HGNC:11328]
cg20621256,C9orf169,NA
cg20780880,EEF1E1,eukaryotic translation elongation factor 1 epsilon 1 [Source:HGNC Symbol;Acc:HGNC:3212]
cg20785796,SATB2,SATB homeobox 2 [Source:HGNC Symbol;Acc:HGNC:21637]
cg20786221,CCT6P1,chaperonin containing TCP1 subunit 6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33094]
cg20908224,MAML3,mastermind like transcriptional coactivator 3 [Source:HGNC Symbol;Acc:HGNC:16272]
cg20956314,XYLB,xylulokinase [Source:HGNC Symbol;Acc:HGNC:12839]
cg21023834,ITPKA,inositol-trisphosphate 3-kinase A [Source:HGNC Symbol;Acc:HGNC:6178]
cg21152671,TRAF1,TNF receptor associated factor 1 [Source:HGNC Symbol;Acc:HGNC:12031]
cg21179305,ZCCHC7,zinc finger CCHC-type containing 7 [Source:HGNC Symbol;Acc:HGNC:26209]
cg21226665,UBAP1,ubiquitin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:12461]
cg21338852,MCFD2,multiple coagulation factor deficiency 2 [Source:HGNC Symbol;Acc:HGNC:18451]
cg21837569,RBM5,RNA binding motif protein 5 [Source:HGNC Symbol;Acc:HGNC:9902]
cg21861233,SLC45A4,solute carrier family 45 member 4 [Source:HGNC Symbol;Acc:HGNC:29196]
cg21881273,SLC43A2,solute carrier family 43 member 2 [Source:HGNC Symbol;Acc:HGNC:23087]
cg21904978,PDS5A,PDS5 cohesin associated factor A [Source:HGNC Symbol;Acc:HGNC:29088]
cg22163406,MANBAL,mannosidase beta like [Source:HGNC Symbol;Acc:HGNC:15799]
cg22312354,CCDC106,coiled-coil domain containing 106 [Source:HGNC Symbol;Acc:HGNC:30181]
cg22332266,CHORDC1,cysteine and histidine rich domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14525]
cg22658244,ZNF551,zinc finger protein 551 [Source:HGNC Symbol;Acc:HGNC:25108]
cg22693863,RFX1,regulatory factor X1 [Source:HGNC Symbol;Acc:HGNC:9982]
cg23277389,SNAI2,snail family transcriptional repressor 2 [Source:HGNC Symbol;Acc:HGNC:11094]
cg23332817,TMEM62,transmembrane protein 62 [Source:HGNC Symbol;Acc:HGNC:26269]
cg23354224,ZC3H7B,zinc finger CCCH-type containing 7B [Source:HGNC Symbol;Acc:HGNC:30869]
cg23389061,FAM158A,NA
cg23395310,SNHG7,small nucleolar RNA host gene 7 [Source:HGNC Symbol;Acc:HGNC:28254]
cg23490074,C19orf2,NA
cg23560113,MXD1,MAX dimerization protein 1 [Source:HGNC Symbol;Acc:HGNC:6761]
cg23624271,MED30,mediator complex subunit 30 [Source:HGNC Symbol;Acc:HGNC:23032]
cg23666291,COX17,COX17, cytochrome c oxidase copper chaperone [Source:HGNC Symbol;Acc:HGNC:2264]
cg23697861,ZDHHC4,zinc finger DHHC-type containing 4 [Source:HGNC Symbol;Acc:HGNC:18471]
cg23920917,CPSF6,cleavage and polyadenylation specific factor 6 [Source:HGNC Symbol;Acc:HGNC:13871]
cg24524451,ADCK2,aarF domain containing kinase 2 [Source:HGNC Symbol;Acc:HGNC:19039]
cg24542643,EFR3A,EFR3 homolog A [Source:HGNC Symbol;Acc:HGNC:28970]
cg24828455,C3orf59,NA
cg24936468,TMEM50A,transmembrane protein 50A [Source:HGNC Symbol;Acc:HGNC:30590]
cg25106461,PACS2,phosphofurin acidic cluster sorting protein 2 [Source:HGNC Symbol;Acc:HGNC:23794]
cg25148733,TROAP,trophinin associated protein [Source:HGNC Symbol;Acc:HGNC:12327]
cg25202116,ITGA5,integrin subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:6141]
cg25292908,CENPC1,NA
cg25479216,NANS,N-acetylneuraminate synthase [Source:HGNC Symbol;Acc:HGNC:19237]
cg25632983,EP400NL,NA
cg25668922,RAI14,retinoic acid induced 14 [Source:HGNC Symbol;Acc:HGNC:14873]
cg25732426,PTTG1IP,PTTG1 interacting protein [Source:HGNC Symbol;Acc:HGNC:13524]
cg25851425,ZCCHC11,zinc finger CCHC-type containing 11 [Source:HGNC Symbol;Acc:HGNC:28981]
cg26485563,ANKRD52,ankyrin repeat domain 52 [Source:HGNC Symbol;Acc:HGNC:26614]
cg26534677,CCDC25,coiled-coil domain containing 25 [Source:HGNC Symbol;Acc:HGNC:25591]
cg26608332,MED15,mediator complex subunit 15 [Source:HGNC Symbol;Acc:HGNC:14248]
cg26778754,SSFA2,sperm specific antigen 2 [Source:HGNC Symbol;Acc:HGNC:11319]
cg26808747,ADAM12,ADAM metallopeptidase domain 12 [Source:HGNC Symbol;Acc:HGNC:190]
cg26821498,EYA3,EYA transcriptional coactivator and phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:3521]
cg27037103,MDGA1,MAM domain containing glycosylphosphatidylinositol anchor 1 [Source:HGNC Symbol;Acc:HGNC:19267]
cg27125965,ZNF627,zinc finger protein 627 [Source:HGNC Symbol;Acc:HGNC:30570]
cg27372027,DNAJA3,DnaJ heat shock protein family (Hsp40) member A3 [Source:HGNC Symbol;Acc:HGNC:11808]
