id,gene,description
cg12615100,SFPQ,splicing factor proline and glutamine rich [Source:HGNC Symbol;Acc:HGNC:10774]
cg12744634,CCDC21,NA
cg12804544,TIMM22,translocase of inner mitochondrial membrane 22 [Source:HGNC Symbol;Acc:HGNC:17317]
cg12900942,THRAP3,thyroid hormone receptor associated protein 3 [Source:HGNC Symbol;Acc:HGNC:22964]
cg13042252,C8orf84,NA
cg13559144,DDX55,DEAD-box helicase 55 [Source:HGNC Symbol;Acc:HGNC:20085]
cg13580934,LRRCC1,leucine rich repeat and coiled-coil centrosomal protein 1 [Source:HGNC Symbol;Acc:HGNC:29373]
cg13612317,KIF5B,kinesin family member 5B [Source:HGNC Symbol;Acc:HGNC:6324]
cg13621212,MLLT3,MLLT3, super elongation complex subunit [Source:HGNC Symbol;Acc:HGNC:7136]
cg13659951,KIAA1432,NA
cg13707780,DIXDC1,DIX domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23695]
cg13751330,POMT1,protein O-mannosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:9202]
cg13911723,ZNF853,zinc finger protein 853 [Source:HGNC Symbol;Acc:HGNC:21767]
cg13931999,HINT2,histidine triad nucleotide binding protein 2 [Source:HGNC Symbol;Acc:HGNC:18344]
cg13993179,RALBP1,ralA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9841]
cg14006239,AIF1L,allograft inflammatory factor 1 like [Source:HGNC Symbol;Acc:HGNC:28904]
cg14013457,MOBKL2B,NA
cg14013604,PTPN2,protein tyrosine phosphatase, non-receptor type 2 [Source:HGNC Symbol;Acc:HGNC:9650]
cg14037036,PIGV,phosphatidylinositol glycan anchor biosynthesis class V [Source:HGNC Symbol;Acc:HGNC:26031]
cg14205663,NR2F2,nuclear receptor subfamily 2 group F member 2 [Source:HGNC Symbol;Acc:HGNC:7976]
cg14235723,SIVA1,SIVA1 apoptosis inducing factor [Source:HGNC Symbol;Acc:HGNC:17712]
cg14261780,IMMP2L,inner mitochondrial membrane peptidase subunit 2 [Source:HGNC Symbol;Acc:HGNC:14598]
cg14303330,RPL22,ribosomal protein L22 [Source:HGNC Symbol;Acc:HGNC:10315]
cg14325649,RBMS1,RNA binding motif single stranded interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9907]
cg14346046,LGR4,leucine rich repeat containing G protein-coupled receptor 4 [Source:HGNC Symbol;Acc:HGNC:13299]
cg14437634,PLEK2,pleckstrin 2 [Source:HGNC Symbol;Acc:HGNC:19238]
cg14457439,WEE1,WEE1 G2 checkpoint kinase [Source:HGNC Symbol;Acc:HGNC:12761]
cg14459011,NHEDC2,NA
cg14645085,RANBP9,RAN binding protein 9 [Source:HGNC Symbol;Acc:HGNC:13727]
cg14665845,CSTF3,cleavage stimulation factor subunit 3 [Source:HGNC Symbol;Acc:HGNC:2485]
cg14859044,RNF6,ring finger protein 6 [Source:HGNC Symbol;Acc:HGNC:10069]
cg14889329,DACT3,dishevelled binding antagonist of beta catenin 3 [Source:HGNC Symbol;Acc:HGNC:30745]
cg15021525,MFSD9,major facilitator superfamily domain containing 9 [Source:HGNC Symbol;Acc:HGNC:28158]
cg15026696,EFHD2,EF-hand domain family member D2 [Source:HGNC Symbol;Acc:HGNC:28670]
cg15046693,CEBPG,CCAAT/enhancer binding protein gamma [Source:HGNC Symbol;Acc:HGNC:1837]
cg15175129,MSRB3,methionine sulfoxide reductase B3 [Source:HGNC Symbol;Acc:HGNC:27375]
cg15252509,MALT1,MALT1 paracaspase [Source:HGNC Symbol;Acc:HGNC:6819]
cg15652741,MIB2,mindbomb E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:30577]
cg15733507,C9orf140,NA
cg15825793,LUC7L2,LUC7 like 2, pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:21608]
cg15975802,PTPN6,protein tyrosine phosphatase, non-receptor type 6 [Source:HGNC Symbol;Acc:HGNC:9658]
cg16077257,LARP6,La ribonucleoprotein domain family member 6 [Source:HGNC Symbol;Acc:HGNC:24012]
cg16133845,LMBR1,limb development membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:13243]
cg16149238,KLHL29,kelch like family member 29 [Source:HGNC Symbol;Acc:HGNC:29404]
cg16277706,LRRC8D,leucine rich repeat containing 8 VRAC subunit D [Source:HGNC Symbol;Acc:HGNC:16992]
cg16511061,ZNF225,zinc finger protein 225 [Source:HGNC Symbol;Acc:HGNC:13018]
cg16540259,NDST2,N-deacetylase and N-sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:7681]
cg16692196,CTBS,chitobiase [Source:HGNC Symbol;Acc:HGNC:2496]
cg16704389,KATNB1,katanin regulatory subunit B1 [Source:HGNC Symbol;Acc:HGNC:6217]
cg16718920,HP1BP3,heterochromatin protein 1 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:24973]
cg16743289,CACYBP,calcyclin binding protein [Source:HGNC Symbol;Acc:HGNC:30423]
cg16918801,RDH14,retinol dehydrogenase 14 [Source:HGNC Symbol;Acc:HGNC:19979]
cg17243659,PRMT2,protein arginine methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:5186]
cg17462356,FASN,fatty acid synthase [Source:HGNC Symbol;Acc:HGNC:3594]
cg17579214,RAP2A,RAP2A, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9861]
cg17580178,PPP1R9B,protein phosphatase 1 regulatory subunit 9B [Source:HGNC Symbol;Acc:HGNC:9298]
cg17600693,NAT10,N-acetyltransferase 10 [Source:HGNC Symbol;Acc:HGNC:29830]
cg17601843,MICALL1,MICAL like 1 [Source:HGNC Symbol;Acc:HGNC:29804]
cg17644870,KIAA0895,KIAA0895 [Source:HGNC Symbol;Acc:HGNC:22206]
cg17737314,KDM4A,lysine demethylase 4A [Source:HGNC Symbol;Acc:HGNC:22978]
cg17787710,RAC3,Rac family small GTPase 3 [Source:HGNC Symbol;Acc:HGNC:9803]
cg17818912,OCLN,occludin [Source:HGNC Symbol;Acc:HGNC:8104]
cg17878506,TBC1D4,TBC1 domain family member 4 [Source:HGNC Symbol;Acc:HGNC:19165]
cg17904786,GTF3A,general transcription factor IIIA [Source:HGNC Symbol;Acc:HGNC:4662]
cg18009000,H2AFY2,H2A histone family member Y2 [Source:HGNC Symbol;Acc:HGNC:14453]
cg18023909,TPRG1L,tumor protein p63 regulated 1 like [Source:HGNC Symbol;Acc:HGNC:27007]
cg18151345,SLC15A3,solute carrier family 15 member 3 [Source:HGNC Symbol;Acc:HGNC:18068]
cg18168387,DYNLL1,dynein light chain LC8-type 1 [Source:HGNC Symbol;Acc:HGNC:15476]
cg18237618,CITED4,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4 [Source:HGNC Symbol;Acc:HGNC:18696]
cg18424072,TOP1,DNA topoisomerase I [Source:HGNC Symbol;Acc:HGNC:11986]
cg18538253,ESRRA,estrogen related receptor alpha [Source:HGNC Symbol;Acc:HGNC:3471]
cg18715385,C18orf21,chromosome 18 open reading frame 21 [Source:HGNC Symbol;Acc:HGNC:28802]
cg19047180,KIAA1279,NA
cg19108966,C3orf75,NA
cg19155557,CTNNB1,catenin beta 1 [Source:HGNC Symbol;Acc:HGNC:2514]
cg19188572,GTF2A2,general transcription factor IIA subunit 2 [Source:HGNC Symbol;Acc:HGNC:4647]
cg19202325,WBSCR16,NA
cg19399326,SR140,NA
cg19583655,PCYT2,phosphate cytidylyltransferase 2, ethanolamine [Source:HGNC Symbol;Acc:HGNC:8756]
cg19622574,ATG16L1,autophagy related 16 like 1 [Source:HGNC Symbol;Acc:HGNC:21498]
cg20002354,HDAC1,histone deacetylase 1 [Source:HGNC Symbol;Acc:HGNC:4852]
cg20726948,RAPGEF6,Rap guanine nucleotide exchange factor 6 [Source:HGNC Symbol;Acc:HGNC:20655]
cg21364723,PIM3,Pim-3 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:19310]
cg21475610,CCNG2,cyclin G2 [Source:HGNC Symbol;Acc:HGNC:1593]
cg21501616,DCUN1D4,defective in cullin neddylation 1 domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28998]
cg21581287,CELSR2,cadherin EGF LAG seven-pass G-type receptor 2 [Source:HGNC Symbol;Acc:HGNC:3231]
cg21634100,FECH,ferrochelatase [Source:HGNC Symbol;Acc:HGNC:3647]
cg22367989,NRP2,neuropilin 2 [Source:HGNC Symbol;Acc:HGNC:8005]
cg22377182,DNAJC11,DnaJ heat shock protein family (Hsp40) member C11 [Source:HGNC Symbol;Acc:HGNC:25570]
cg22389964,PARS2,prolyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:30563]
cg22506605,SNX21,sorting nexin family member 21 [Source:HGNC Symbol;Acc:HGNC:16154]
cg22622886,GPR157,G protein-coupled receptor 157 [Source:HGNC Symbol;Acc:HGNC:23687]
cg22720560,ERBB2IP,NA
cg22835709,INO80,INO80 complex subunit [Source:HGNC Symbol;Acc:HGNC:26956]
cg22930275,TARSL2,threonyl-tRNA synthetase like 2 [Source:HGNC Symbol;Acc:HGNC:24728]
cg22930587,CEP250,centrosomal protein 250 [Source:HGNC Symbol;Acc:HGNC:1859]
cg22996534,MTUS1,microtubule associated scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:29789]
cg23048660,ZNF180,zinc finger protein 180 [Source:HGNC Symbol;Acc:HGNC:12970]
cg23054032,GOPC,golgi associated PDZ and coiled-coil motif containing [Source:HGNC Symbol;Acc:HGNC:17643]
cg23118964,HMGN3,high mobility group nucleosomal binding domain 3 [Source:HGNC Symbol;Acc:HGNC:12312]
cg23194182,MON2,MON2 homolog, regulator of endosome-to-Golgi trafficking [Source:HGNC Symbol;Acc:HGNC:29177]
cg23339899,GPAA1,glycosylphosphatidylinositol anchor attachment 1 [Source:HGNC Symbol;Acc:HGNC:4446]
cg23652038,CDK19,cyclin dependent kinase 19 [Source:HGNC Symbol;Acc:HGNC:19338]
cg23677229,GPHN,gephyrin [Source:HGNC Symbol;Acc:HGNC:15465]
cg23813867,FTH1,ferritin heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:3976]
cg23836139,ZNF498,NA
cg23904249,CCDC86,coiled-coil domain containing 86 [Source:HGNC Symbol;Acc:HGNC:28359]
cg24310133,SLC37A3,solute carrier family 37 member 3 [Source:HGNC Symbol;Acc:HGNC:20651]
cg24362016,ZNF44,zinc finger protein 44 [Source:HGNC Symbol;Acc:HGNC:13110]
cg24641773,FKBP1A,FK506 binding protein 1A [Source:HGNC Symbol;Acc:HGNC:3711]
cg24921634,MYO5B,myosin VB [Source:HGNC Symbol;Acc:HGNC:7603]
cg24987293,ANAPC5,anaphase promoting complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:15713]
cg24988444,COQ10B,coenzyme Q10B [Source:HGNC Symbol;Acc:HGNC:25819]
cg25191241,UMPS,uridine monophosphate synthetase [Source:HGNC Symbol;Acc:HGNC:12563]
cg25297425,USP42,ubiquitin specific peptidase 42 [Source:HGNC Symbol;Acc:HGNC:20068]
cg25598083,ACOT2,acyl-CoA thioesterase 2 [Source:HGNC Symbol;Acc:HGNC:18431]
cg25730577,CSF1,colony stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:2432]
cg25791875,LRRC37B2,NA
cg26503653,DOCK2,dedicator of cytokinesis 2 [Source:HGNC Symbol;Acc:HGNC:2988]
cg27204163,EIF2B5,eukaryotic translation initiation factor 2B subunit epsilon [Source:HGNC Symbol;Acc:HGNC:3261]
cg27619136,SAP30,Sin3A associated protein 30 [Source:HGNC Symbol;Acc:HGNC:10532]
