id,gene,description
cg02782630,FAM175A,NA
cg02791860,ISOC1,isochorismatase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24254]
cg02800571,SYPL1,synaptophysin like 1 [Source:HGNC Symbol;Acc:HGNC:11507]
cg02801482,TANC1,tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1 [Source:HGNC Symbol;Acc:HGNC:29364]
cg02813863,APOLD1,apolipoprotein L domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25268]
cg02816297,DNAJC14,DnaJ heat shock protein family (Hsp40) member C14 [Source:HGNC Symbol;Acc:HGNC:24581]
cg02819921,E2F6,E2F transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:3120]
cg02828858,GTF2F2,general transcription factor IIF subunit 2 [Source:HGNC Symbol;Acc:HGNC:4653]
cg02843237,ADM,adrenomedullin [Source:HGNC Symbol;Acc:HGNC:259]
cg02847897,KLHL8,kelch like family member 8 [Source:HGNC Symbol;Acc:HGNC:18644]
cg02852873,CNDP2,carnosine dipeptidase 2 [Source:HGNC Symbol;Acc:HGNC:24437]
cg02862867,IPO9,importin 9 [Source:HGNC Symbol;Acc:HGNC:19425]
cg02865595,C1orf113,NA
cg02876297,KIF22,kinesin family member 22 [Source:HGNC Symbol;Acc:HGNC:6391]
cg02893482,C20orf194,chromosome 20 open reading frame 194 [Source:HGNC Symbol;Acc:HGNC:17721]
cg02895639,FAM19A5,family with sequence similarity 19 member A5, C-C motif chemokine like [Source:HGNC Symbol;Acc:HGNC:21592]
cg02899960,GLG1,golgi glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:4316]
cg02923393,TELO2,telomere maintenance 2 [Source:HGNC Symbol;Acc:HGNC:29099]
cg02924534,RAPH1,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 [Source:HGNC Symbol;Acc:HGNC:14436]
cg02934500,IL15,interleukin 15 [Source:HGNC Symbol;Acc:HGNC:5977]
cg02935132,INPP5D,inositol polyphosphate-5-phosphatase D [Source:HGNC Symbol;Acc:HGNC:6079]
cg02954111,HSPA1B,heat shock protein family A (Hsp70) member 1B [Source:HGNC Symbol;Acc:HGNC:5233]
cg02967706,SRI,sorcin [Source:HGNC Symbol;Acc:HGNC:11292]
cg02974126,UBE4B,ubiquitination factor E4B [Source:HGNC Symbol;Acc:HGNC:12500]
cg02996181,SIGIRR,single Ig and TIR domain containing [Source:HGNC Symbol;Acc:HGNC:30575]
cg03007571,HIST1H2BD,histone cluster 1 H2B family member d [Source:HGNC Symbol;Acc:HGNC:4747]
cg03009080,MTIF3,mitochondrial translational initiation factor 3 [Source:HGNC Symbol;Acc:HGNC:29788]
cg03034540,ZDHHC1,zinc finger DHHC-type containing 1 [Source:HGNC Symbol;Acc:HGNC:17916]
cg03044407,FICD,FIC domain containing [Source:HGNC Symbol;Acc:HGNC:18416]
cg03052962,NDUFV3,NADH:ubiquinone oxidoreductase subunit V3 [Source:HGNC Symbol;Acc:HGNC:7719]
cg03055499,PRKCA,protein kinase C alpha [Source:HGNC Symbol;Acc:HGNC:9393]
cg03059112,FKBP11,FK506 binding protein 11 [Source:HGNC Symbol;Acc:HGNC:18624]
cg03068319,FAM8A1,family with sequence similarity 8 member A1 [Source:HGNC Symbol;Acc:HGNC:16372]
cg03077331,FN3K,fructosamine 3 kinase [Source:HGNC Symbol;Acc:HGNC:24822]
cg03079208,AFF1,AF4/FMR2 family member 1 [Source:HGNC Symbol;Acc:HGNC:7135]
cg03105756,C16orf5,NA
cg03105999,CPLX1,complexin 1 [Source:HGNC Symbol;Acc:HGNC:2309]
cg03113871,C22orf27,NA
cg03133371,SFRP1,secreted frizzled related protein 1 [Source:HGNC Symbol;Acc:HGNC:10776]
cg03144560,C20orf43,NA
cg03163734,SPRED2,sprouty related EVH1 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17722]
cg03183345,TBRG1,transforming growth factor beta regulator 1 [Source:HGNC Symbol;Acc:HGNC:29551]
cg03191029,C12orf62,NA
cg03196381,SELS,NA
cg03198372,KREMEN1,kringle containing transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:17550]
cg03218563,ICK,intestinal cell kinase [Source:HGNC Symbol;Acc:HGNC:21219]
cg03232933,BTG3,BTG anti-proliferation factor 3 [Source:HGNC Symbol;Acc:HGNC:1132]
cg03267400,AGBL5,ATP/GTP binding protein like 5 [Source:HGNC Symbol;Acc:HGNC:26147]
cg03295187,MCOLN1,mucolipin 1 [Source:HGNC Symbol;Acc:HGNC:13356]
cg03301282,THAP1,THAP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20856]
cg03313643,FAHD2A,fumarylacetoacetate hydrolase domain containing 2A [Source:HGNC Symbol;Acc:HGNC:24252]
cg03316098,GABBR1,gamma-aminobutyric acid type B receptor subunit 1 [Source:HGNC Symbol;Acc:HGNC:4070]
cg03328639,ABCB9,ATP binding cassette subfamily B member 9 [Source:HGNC Symbol;Acc:HGNC:50]
cg03349819,NRG1,neuregulin 1 [Source:HGNC Symbol;Acc:HGNC:7997]
cg03349935,RASL12,RAS like family 12 [Source:HGNC Symbol;Acc:HGNC:30289]
cg03371404,CAPN10,calpain 10 [Source:HGNC Symbol;Acc:HGNC:1477]
cg03377895,CTSO,cathepsin O [Source:HGNC Symbol;Acc:HGNC:2542]
cg03389848,ZC3H15,zinc finger CCCH-type containing 15 [Source:HGNC Symbol;Acc:HGNC:29528]
cg03433394,SEC22C,SEC22 homolog C, vesicle trafficking protein [Source:HGNC Symbol;Acc:HGNC:16828]
cg03468541,ZC3H14,zinc finger CCCH-type containing 14 [Source:HGNC Symbol;Acc:HGNC:20509]
cg03482123,IRX5,iroquois homeobox 5 [Source:HGNC Symbol;Acc:HGNC:14361]
cg03491478,MAPK8IP1,mitogen-activated protein kinase 8 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:6882]
cg03500977,HLA-B,major histocompatibility complex, class I, B [Source:HGNC Symbol;Acc:HGNC:4932]
cg03528353,STRADA,STE20-related kinase adaptor alpha [Source:HGNC Symbol;Acc:HGNC:30172]
cg03535793,EFCAB4B,NA
cg03539340,IFT52,intraflagellar transport 52 [Source:HGNC Symbol;Acc:HGNC:15901]
cg03541334,ZBTB12,zinc finger and BTB domain containing 12 [Source:HGNC Symbol;Acc:HGNC:19066]
cg03566479,TP53I3,tumor protein p53 inducible protein 3 [Source:HGNC Symbol;Acc:HGNC:19373]
cg03573187,C11orf48,NA
cg03575602,CAMK1D,calcium/calmodulin dependent protein kinase ID [Source:HGNC Symbol;Acc:HGNC:19341]
cg03577591,FZD1,frizzled class receptor 1 [Source:HGNC Symbol;Acc:HGNC:4038]
cg03613649,FGF11,fibroblast growth factor 11 [Source:HGNC Symbol;Acc:HGNC:3667]
cg03623835,CLDN1,claudin 1 [Source:HGNC Symbol;Acc:HGNC:2032]
cg03658251,EBPL,emopamil binding protein like [Source:HGNC Symbol;Acc:HGNC:18061]
cg03702236,SEMA5A,semaphorin 5A [Source:HGNC Symbol;Acc:HGNC:10736]
cg03712038,ZNF160,zinc finger protein 160 [Source:HGNC Symbol;Acc:HGNC:12948]
cg03720581,RNH1,ribonuclease/angiogenin inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:10074]
cg03731358,CWF19L1,CWF19 like 1, cell cycle control (S. pombe) [Source:HGNC Symbol;Acc:HGNC:25613]
cg03733229,COL18A1,collagen type XVIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2195]
cg03752218,TAL1,TAL bHLH transcription factor 1, erythroid differentiation factor [Source:HGNC Symbol;Acc:HGNC:11556]
cg03755098,CTH,cystathionine gamma-lyase [Source:HGNC Symbol;Acc:HGNC:2501]
cg03762820,THADA,THADA, armadillo repeat containing [Source:HGNC Symbol;Acc:HGNC:19217]
cg03763387,DHX9,DExH-box helicase 9 [Source:HGNC Symbol;Acc:HGNC:2750]
cg03796659,MYO1B,myosin IB [Source:HGNC Symbol;Acc:HGNC:7596]
cg03803784,ATF1,activating transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:783]
cg03839341,RAB10,RAB10, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9759]
cg03839554,ACTL6A,actin like 6A [Source:HGNC Symbol;Acc:HGNC:24124]
cg03868770,RNF215,ring finger protein 215 [Source:HGNC Symbol;Acc:HGNC:33434]
cg03884132,GREM1,gremlin 1, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:2001]
cg03898845,CD58,CD58 molecule [Source:HGNC Symbol;Acc:HGNC:1688]
cg03930474,ING4,inhibitor of growth family member 4 [Source:HGNC Symbol;Acc:HGNC:19423]
cg03931078,WIPI1,WD repeat domain, phosphoinositide interacting 1 [Source:HGNC Symbol;Acc:HGNC:25471]
cg03958426,MAPKAPK2,mitogen-activated protein kinase-activated protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:6887]
cg03973663,LYN,LYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6735]
cg04006913,RAB23,RAB23, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14263]
cg04013959,MED26,mediator complex subunit 26 [Source:HGNC Symbol;Acc:HGNC:2376]
cg04016768,IGSF8,immunoglobulin superfamily member 8 [Source:HGNC Symbol;Acc:HGNC:17813]
cg04049033,RILP,Rab interacting lysosomal protein [Source:HGNC Symbol;Acc:HGNC:30266]
cg04099673,WDR7,WD repeat domain 7 [Source:HGNC Symbol;Acc:HGNC:13490]
cg04108615,CRTC2,CREB regulated transcription coactivator 2 [Source:HGNC Symbol;Acc:HGNC:27301]
cg04112742,SLC9A3R2,SLC9A3 regulator 2 [Source:HGNC Symbol;Acc:HGNC:11076]
cg04114473,ANKRD9,ankyrin repeat domain 9 [Source:HGNC Symbol;Acc:HGNC:20096]
cg04117832,ARL5A,ADP ribosylation factor like GTPase 5A [Source:HGNC Symbol;Acc:HGNC:696]
cg04118462,RNF13,ring finger protein 13 [Source:HGNC Symbol;Acc:HGNC:10057]
cg04155231,LOC144571,NA
cg04156607,MEIS3,Meis homeobox 3 [Source:HGNC Symbol;Acc:HGNC:29537]
cg04194651,SVIL,supervillin [Source:HGNC Symbol;Acc:HGNC:11480]
cg04206329,ZNF785,zinc finger protein 785 [Source:HGNC Symbol;Acc:HGNC:26496]
cg04220155,ZHX1,zinc fingers and homeoboxes 1 [Source:HGNC Symbol;Acc:HGNC:12871]
cg04220482,GGH,gamma-glutamyl hydrolase [Source:HGNC Symbol;Acc:HGNC:4248]
cg04222920,SNX13,sorting nexin 13 [Source:HGNC Symbol;Acc:HGNC:21335]
cg04234238,PSMD7,proteasome 26S subunit, non-ATPase 7 [Source:HGNC Symbol;Acc:HGNC:9565]
cg04237662,SIDT2,SID1 transmembrane family member 2 [Source:HGNC Symbol;Acc:HGNC:24272]
cg04240373,PSMA5,proteasome subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:9534]
cg04284530,MARCH3,membrane associated ring-CH-type finger 3 [Source:HGNC Symbol;Acc:HGNC:28728]
cg04308185,ORMDL3,ORMDL sphingolipid biosynthesis regulator 3 [Source:HGNC Symbol;Acc:HGNC:16038]
cg04329382,LOC400931,NA
cg04358214,C16orf70,chromosome 16 open reading frame 70 [Source:HGNC Symbol;Acc:HGNC:29564]
cg04364453,HPCAL1,hippocalcin like 1 [Source:HGNC Symbol;Acc:HGNC:5145]
cg04375036,PPP1CC,protein phosphatase 1 catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:9283]
cg04377145,KCNQ5,potassium voltage-gated channel subfamily Q member 5 [Source:HGNC Symbol;Acc:HGNC:6299]
cg04389426,BNC2,basonuclin 2 [Source:HGNC Symbol;Acc:HGNC:30988]
cg04389838,ZNF501,zinc finger protein 501 [Source:HGNC Symbol;Acc:HGNC:23717]
cg04391722,ZBTB10,zinc finger and BTB domain containing 10 [Source:HGNC Symbol;Acc:HGNC:30953]
cg04396765,MYST4,NA
cg04399632,TXNDC11,thioredoxin domain containing 11 [Source:HGNC Symbol;Acc:HGNC:28030]
cg04420319,ZNF26,zinc finger protein 26 [Source:HGNC Symbol;Acc:HGNC:13053]
cg04427462,PRKD2,protein kinase D2 [Source:HGNC Symbol;Acc:HGNC:17293]
cg04429589,TMEM121,transmembrane protein 121 [Source:HGNC Symbol;Acc:HGNC:20511]
cg04437662,VPS18,VPS18, CORVET/HOPS core subunit [Source:HGNC Symbol;Acc:HGNC:15972]
cg04462652,LYPD1,LY6/PLAUR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28431]
cg04490349,ACTB,actin beta [Source:HGNC Symbol;Acc:HGNC:132]
cg04491089,MBTPS1,membrane bound transcription factor peptidase, site 1 [Source:HGNC Symbol;Acc:HGNC:15456]
cg04495944,ARSG,arylsulfatase G [Source:HGNC Symbol;Acc:HGNC:24102]
cg04501438,SP4,Sp4 transcription factor [Source:HGNC Symbol;Acc:HGNC:11209]
cg04517722,B3GNT3,UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:13528]
cg04521957,SKAP2,src kinase associated phosphoprotein 2 [Source:HGNC Symbol;Acc:HGNC:15687]
cg04522604,C5orf13,NA
cg04535340,RAB11B,RAB11B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9761]
cg04536689,TTC9,tetratricopeptide repeat domain 9 [Source:HGNC Symbol;Acc:HGNC:20267]
cg04540406,SHCBP1,SHC binding and spindle associated 1 [Source:HGNC Symbol;Acc:HGNC:29547]
cg04573175,CDADC1,cytidine and dCMP deaminase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20299]
cg04581377,SLC35F2,solute carrier family 35 member F2 [Source:HGNC Symbol;Acc:HGNC:23615]
cg04604142,LUC7L3,LUC7 like 3 pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:24309]
cg04628320,TBCB,tubulin folding cofactor B [Source:HGNC Symbol;Acc:HGNC:1989]
cg04635138,ZNHIT3,zinc finger HIT-type containing 3 [Source:HGNC Symbol;Acc:HGNC:12309]
cg04687486,FUT10,fucosyltransferase 10 [Source:HGNC Symbol;Acc:HGNC:19234]
cg04689061,PKIA,cAMP-dependent protein kinase inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:9017]
cg04708888,MXD3,MAX dimerization protein 3 [Source:HGNC Symbol;Acc:HGNC:14008]
cg04718342,CLPX,caseinolytic mitochondrial matrix peptidase chaperone subunit [Source:HGNC Symbol;Acc:HGNC:2088]
cg04724720,EFEMP2,EGF containing fibulin extracellular matrix protein 2 [Source:HGNC Symbol;Acc:HGNC:3219]
cg04796162,IGFBP3,insulin like growth factor binding protein 3 [Source:HGNC Symbol;Acc:HGNC:5472]
cg04828892,PPM1J,protein phosphatase, Mg2+/Mn2+ dependent 1J [Source:HGNC Symbol;Acc:HGNC:20785]
cg04831505,TBC1D15,TBC1 domain family member 15 [Source:HGNC Symbol;Acc:HGNC:25694]
cg04842828,IFNAR1,interferon alpha and beta receptor subunit 1 [Source:HGNC Symbol;Acc:HGNC:5432]
cg04852949,COL16A1,collagen type XVI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2193]
cg04864179,IRF5,interferon regulatory factor 5 [Source:HGNC Symbol;Acc:HGNC:6120]
cg04864609,CBX1,chromobox 1 [Source:HGNC Symbol;Acc:HGNC:1551]
cg04868262,ZBTB7B,zinc finger and BTB domain containing 7B [Source:HGNC Symbol;Acc:HGNC:18668]
cg04879506,BRPF1,bromodomain and PHD finger containing 1 [Source:HGNC Symbol;Acc:HGNC:14255]
cg04891094,GGA1,golgi associated, gamma adaptin ear containing, ARF binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17842]
cg04933954,DEM1,NA
cg04936030,MACROD1,MACRO domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29598]
cg04957198,PRTFDC1,phosphoribosyl transferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23333]
cg04964702,CBL,Cbl proto-oncogene [Source:HGNC Symbol;Acc:HGNC:1541]
cg04969067,LYNX1,Ly6/neurotoxin 1 [Source:HGNC Symbol;Acc:HGNC:29604]
cg04979599,AFAP1L1,actin filament associated protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:26714]
cg05004108,DDAH1,dimethylarginine dimethylaminohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:2715]
cg05050789,ACTG1,actin gamma 1 [Source:HGNC Symbol;Acc:HGNC:144]
cg05100920,UTP3,UTP3, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:24477]
cg05105845,GCH1,GTP cyclohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:4193]
cg05122622,TSC22D2,TSC22 domain family member 2 [Source:HGNC Symbol;Acc:HGNC:29095]
cg05132838,NUAK2,NUAK family kinase 2 [Source:HGNC Symbol;Acc:HGNC:29558]
cg05141711,AGMAT,agmatinase [Source:HGNC Symbol;Acc:HGNC:18407]
cg05168468,PRR16,proline rich 16 [Source:HGNC Symbol;Acc:HGNC:29654]
cg05192898,TXNRD1,thioredoxin reductase 1 [Source:HGNC Symbol;Acc:HGNC:12437]
cg05194114,CCNDBP1,cyclin D1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1587]
cg05205664,UCP2,uncoupling protein 2 [Source:HGNC Symbol;Acc:HGNC:12518]
cg05236446,RBM25,RNA binding motif protein 25 [Source:HGNC Symbol;Acc:HGNC:23244]
cg05238288,PARP4,poly(ADP-ribose) polymerase family member 4 [Source:HGNC Symbol;Acc:HGNC:271]
cg05243311,LOC348926,NA
cg05244766,GSTP1,glutathione S-transferase pi 1 [Source:HGNC Symbol;Acc:HGNC:4638]
cg05281894,PDPN,podoplanin [Source:HGNC Symbol;Acc:HGNC:29602]
cg05293216,FANCG,Fanconi anemia complementation group G [Source:HGNC Symbol;Acc:HGNC:3588]
cg05318777,BBS7,Bardet-Biedl syndrome 7 [Source:HGNC Symbol;Acc:HGNC:18758]
cg05393726,RAB6B,RAB6B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14902]
cg05394244,PTP4A1,protein tyrosine phosphatase type IVA, member 1 [Source:HGNC Symbol;Acc:HGNC:9634]
cg05411428,AFTPH,aftiphilin [Source:HGNC Symbol;Acc:HGNC:25951]
cg05417985,ENPP1,ectonucleotide pyrophosphatase/phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:3356]
cg05431626,NDFIP2,Nedd4 family interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:18537]
cg05433637,SSU72,SSU72 homolog, RNA polymerase II CTD phosphatase [Source:HGNC Symbol;Acc:HGNC:25016]
cg05447673,ZNF259,NA
cg05463325,RAB4A,RAB4A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9781]
cg05496738,ASXL2,additional sex combs like 2, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:23805]
cg05502464,NIPA1,non imprinted in Prader-Willi/Angelman syndrome 1 [Source:HGNC Symbol;Acc:HGNC:17043]
cg05541417,SC4MOL,NA
cg05582585,DCTN4,dynactin subunit 4 [Source:HGNC Symbol;Acc:HGNC:15518]
cg05592184,RPL14,ribosomal protein L14 [Source:HGNC Symbol;Acc:HGNC:10305]
cg05656486,NDUFS2,NADH:ubiquinone oxidoreductase core subunit S2 [Source:HGNC Symbol;Acc:HGNC:7708]
cg05692837,TUBA1A,tubulin alpha 1a [Source:HGNC Symbol;Acc:HGNC:20766]
cg05734220,CDC42BPB,CDC42 binding protein kinase beta [Source:HGNC Symbol;Acc:HGNC:1738]
cg05769161,B4GALNT3,beta-1,4-N-acetyl-galactosaminyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:24137]
cg05770797,NR1D1,nuclear receptor subfamily 1 group D member 1 [Source:HGNC Symbol;Acc:HGNC:7962]
cg05806689,NTM,neurotrimin [Source:HGNC Symbol;Acc:HGNC:17941]
cg05826245,STYK1,serine/threonine/tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:18889]
cg05844193,LGI2,leucine rich repeat LGI family member 2 [Source:HGNC Symbol;Acc:HGNC:18710]
cg05844852,PPP2R5E,protein phosphatase 2 regulatory subunit B'epsilon [Source:HGNC Symbol;Acc:HGNC:9313]
cg05885484,CSNK1G3,casein kinase 1 gamma 3 [Source:HGNC Symbol;Acc:HGNC:2456]
cg05909475,ETV3,ETS variant 3 [Source:HGNC Symbol;Acc:HGNC:3492]
cg05953927,BOC,BOC cell adhesion associated, oncogene regulated [Source:HGNC Symbol;Acc:HGNC:17173]
cg05970811,SRGAP1,SLIT-ROBO Rho GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:17382]
cg06024289,KRT18,keratin 18 [Source:HGNC Symbol;Acc:HGNC:6430]
cg06030619,CORO1A,coronin 1A [Source:HGNC Symbol;Acc:HGNC:2252]
cg06036677,C1orf159,chromosome 1 open reading frame 159 [Source:HGNC Symbol;Acc:HGNC:26062]
cg06098164,SPAG16,sperm associated antigen 16 [Source:HGNC Symbol;Acc:HGNC:23225]
cg06144505,CCDC71,coiled-coil domain containing 71 [Source:HGNC Symbol;Acc:HGNC:25760]
cg06186150,PANK4,pantothenate kinase 4 [Source:HGNC Symbol;Acc:HGNC:19366]
cg06200714,TMEM18,transmembrane protein 18 [Source:HGNC Symbol;Acc:HGNC:25257]
cg06241380,CTCF,CCCTC-binding factor [Source:HGNC Symbol;Acc:HGNC:13723]
cg06263834,SEMA7A,semaphorin 7A (John Milton Hagen blood group) [Source:HGNC Symbol;Acc:HGNC:10741]
cg06284169,PAK2,p21 (RAC1) activated kinase 2 [Source:HGNC Symbol;Acc:HGNC:8591]
cg06326971,KIFC3,kinesin family member C3 [Source:HGNC Symbol;Acc:HGNC:6326]
cg06410694,ENTPD6,ectonucleoside triphosphate diphosphohydrolase 6 (putative) [Source:HGNC Symbol;Acc:HGNC:3368]
cg06419959,NELF,NA
cg06443583,CFL1,cofilin 1 [Source:HGNC Symbol;Acc:HGNC:1874]
cg06476093,SERPINE2,serpin family E member 2 [Source:HGNC Symbol;Acc:HGNC:8951]
cg06522456,BCAM,basal cell adhesion molecule (Lutheran blood group) [Source:HGNC Symbol;Acc:HGNC:6722]
cg06546607,PEPD,peptidase D [Source:HGNC Symbol;Acc:HGNC:8840]
cg06550462,EPB41L3,erythrocyte membrane protein band 4.1 like 3 [Source:HGNC Symbol;Acc:HGNC:3380]
cg06561329,CECR6,NA
cg06579271,PLLP,plasmolipin [Source:HGNC Symbol;Acc:HGNC:18553]
cg06594281,SLC16A5,solute carrier family 16 member 5 [Source:HGNC Symbol;Acc:HGNC:10926]
cg06624156,USP4,ubiquitin specific peptidase 4 [Source:HGNC Symbol;Acc:HGNC:12627]
cg06684939,RNF181,ring finger protein 181 [Source:HGNC Symbol;Acc:HGNC:28037]
cg06711110,TMEM97,transmembrane protein 97 [Source:HGNC Symbol;Acc:HGNC:28106]
cg06711560,MAMDC4,MAM domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24083]
cg06718763,RCAN3,RCAN family member 3 [Source:HGNC Symbol;Acc:HGNC:3042]
cg06744740,PELI2,pellino E3 ubiquitin protein ligase family member 2 [Source:HGNC Symbol;Acc:HGNC:8828]
cg06751446,C15orf48,chromosome 15 open reading frame 48 [Source:HGNC Symbol;Acc:HGNC:29898]
cg06759739,RUNX2,runt related transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:10472]
cg06795635,PARP8,poly(ADP-ribose) polymerase family member 8 [Source:HGNC Symbol;Acc:HGNC:26124]
cg06798749,TUT1,terminal uridylyl transferase 1, U6 snRNA-specific [Source:HGNC Symbol;Acc:HGNC:26184]
cg06907053,FHL2,four and a half LIM domains 2 [Source:HGNC Symbol;Acc:HGNC:3703]
cg06983527,SDF2L1,stromal cell derived factor 2 like 1 [Source:HGNC Symbol;Acc:HGNC:10676]
cg06995565,TMEM231,transmembrane protein 231 [Source:HGNC Symbol;Acc:HGNC:37234]
cg06996081,CHURC1,churchill domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20099]
cg07037964,C5orf54,NA
cg07080007,RPL27,ribosomal protein L27 [Source:HGNC Symbol;Acc:HGNC:10328]
cg07093942,PLA2G15,phospholipase A2 group XV [Source:HGNC Symbol;Acc:HGNC:17163]
cg07112131,H2AFJ,H2A histone family member J [Source:HGNC Symbol;Acc:HGNC:14456]
cg07124972,RAB12,RAB12, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:31332]
cg07142667,SOX13,SRY-box 13 [Source:HGNC Symbol;Acc:HGNC:11192]
cg07164659,BIN3,bridging integrator 3 [Source:HGNC Symbol;Acc:HGNC:1054]
cg07206643,ARGLU1,arginine and glutamate rich 1 [Source:HGNC Symbol;Acc:HGNC:25482]
cg07218880,UPF3A,UPF3A, regulator of nonsense mediated mRNA decay [Source:HGNC Symbol;Acc:HGNC:20332]
cg07230446,GIGYF2,GRB10 interacting GYF protein 2 [Source:HGNC Symbol;Acc:HGNC:11960]
cg07250222,FGFR2,fibroblast growth factor receptor 2 [Source:HGNC Symbol;Acc:HGNC:3689]
cg07262244,LIMS2,LIM zinc finger domain containing 2 [Source:HGNC Symbol;Acc:HGNC:16084]
cg07312854,BMPR2,bone morphogenetic protein receptor type 2 [Source:HGNC Symbol;Acc:HGNC:1078]
cg07350703,UFM1,ubiquitin fold modifier 1 [Source:HGNC Symbol;Acc:HGNC:20597]
cg07380405,LPCAT3,lysophosphatidylcholine acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:30244]
cg07405126,GNAI2,G protein subunit alpha i2 [Source:HGNC Symbol;Acc:HGNC:4385]
cg07464201,PGF,placental growth factor [Source:HGNC Symbol;Acc:HGNC:8893]
cg07469594,PPIB,peptidylprolyl isomerase B [Source:HGNC Symbol;Acc:HGNC:9255]
cg07488073,ARIH1,ariadne RBR E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:689]
cg07505226,POLR2G,RNA polymerase II subunit G [Source:HGNC Symbol;Acc:HGNC:9194]
cg07507951,AHCTF1,AT-hook containing transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:24618]
cg07553761,TRIM59,tripartite motif containing 59 [Source:HGNC Symbol;Acc:HGNC:30834]
cg07571951,HSPB1,heat shock protein family B (small) member 1 [Source:HGNC Symbol;Acc:HGNC:5246]
cg07580418,COX18,COX18, cytochrome c oxidase assembly factor [Source:HGNC Symbol;Acc:HGNC:26801]
cg07591395,RBM8A,RNA binding motif protein 8A [Source:HGNC Symbol;Acc:HGNC:9905]
cg07595663,SEMA3F,semaphorin 3F [Source:HGNC Symbol;Acc:HGNC:10728]
cg07614064,CBLL1,Cbl proto-oncogene like 1 [Source:HGNC Symbol;Acc:HGNC:21225]
cg07629187,KCNS3,potassium voltage-gated channel modifier subfamily S member 3 [Source:HGNC Symbol;Acc:HGNC:6302]
cg07634959,ARSJ,arylsulfatase family member J [Source:HGNC Symbol;Acc:HGNC:26286]
cg07655965,TMEM214,transmembrane protein 214 [Source:HGNC Symbol;Acc:HGNC:25983]
cg07661836,PFDN5,prefoldin subunit 5 [Source:HGNC Symbol;Acc:HGNC:8869]
cg07663765,KIAA1609,NA
cg07706038,NVL,nuclear VCP-like [Source:HGNC Symbol;Acc:HGNC:8070]
cg07718463,CCNE1,cyclin E1 [Source:HGNC Symbol;Acc:HGNC:1589]
cg07738533,PPM1M,protein phosphatase, Mg2+/Mn2+ dependent 1M [Source:HGNC Symbol;Acc:HGNC:26506]
cg07772145,TPRA1,transmembrane protein adipocyte associated 1 [Source:HGNC Symbol;Acc:HGNC:30413]
cg07790778,FKBPL,FK506 binding protein like [Source:HGNC Symbol;Acc:HGNC:13949]
cg07811498,C22orf32,NA
